date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg
26/02/2010,0,7.6,0,1.8, , ,0,0.1,983.8,8.3,0,14,0,230,0,20
27/02/2010,0,8.6,0,-2.4, , ,0,0.1,985,4.3,0,9,0,170,0,14
28/02/2010,0,8.8,0,-3.3, , ,0,0,992.9,4.9,0,17,0,290,0,24
01/03/2010,0,10,0,-4.3, , ,0,0,1006.3,2.3,0,6,0,50,0,8
02/03/2010,0,8.2,0,-1.8, , ,0,0,1014.4,7.1,0,12,0,120,0,19
03/03/2010,0,5.6,0,1.4, , ,0,12.5,1013.6,5.4,0,8,0,110,0,13
04/03/2010,0,7.7,0,-0.9, , ,0,0,1022.1,4.7,0,9,0,60,0,13
05/03/2010,0,9.7,0,-4.7, , ,0,0.1,1028.4,2.4,0,6,0,320,0,9
06/03/2010,0,8.6,0,-4.1, , ,0,0,1025.2,2.8,0,8,0,70,0,12
07/03/2010,0,7.8,0,-2.1, , ,0,0,1025.6,6.5,0,12,0,120,0,18
08/03/2010,0,7.8,0,-5.7, , ,0,0,1025.3,6.2,0,12,0,100,0,18
09/03/2010,0,9.2,0,-4.5, , ,0,0,1027.7,4.3,0,7,0,60,0,11
10/03/2010,0,8.9,0,-4.4, , ,0,0,1027.6,3.6,0,8,0,80,0,11
11/03/2010,0,9.4,0,-5.3, , ,0,0,1024.6,3,0,7,0,320,0,12
12/03/2010,0,11,0,2.1, , ,0,0.3,1025.2,6.5,0,12,0,350,0,17
13/03/2010,0,10.7,0,1.5, , ,0,0.1,1029.4,4.4,0,10,0,320,0,14
14/03/2010,0,11,0,-1.9, , ,0,0,1028.8,4.2,0,11,0,230,0,16
15/03/2010,0,10.7,0,1.9, , ,0,0,1023.5,4.1,0,11,0,240,0,16
16/03/2010,0,9.9,0,2.7, , ,0,0,1013.4,9.4,0,16,0,160,0,28
17/03/2010,0,13.9,0,7.8, , ,0,0.2,1006.1,9.7,0,16,0,190,0,23
18/03/2010,0,13.6,0,8.9, , ,0,1.3,997.5,15.3,0,25,0,210,0,45
19/03/2010,0,11.3,0,4.1, , ,0,0.2,1000.6,5.8,0,16,0,220,0,26
20/03/2010,0,12.3,0,3.1, , ,0,0.1,1001.6,5.8,0,11,0,330,0,19
21/03/2010,0,12.6,0,3.7, , ,0,1.3,1003.7,7.3,0,17,0,170,0,28
22/03/2010,0,10.5,0,3.9, , ,0,6.2,1002.7,10.9,0,22,0,230,0,35
23/03/2010,0,10.2,0,5, , ,0,0.8,1000.7,9.5,0,15,0,170,0,25
24/03/2010,0,11.8,0,4.4, , ,0,10.8,991.7,6.5,0,12,0,250,0,18
25/03/2010,0,13.1,0,5.8, , ,0,3.3,989.2,8.2,0,13,0,70,0,20
26/03/2010,0,13.2,0,3.9, , ,0,0.6,990.8,3.9,0,10,0,340,0,15
27/03/2010,0,11.5,0,3.8, , ,0,0.3,1000.2,7.4,0,16,0,240,0,23
28/03/2010,0,10.7,0,2.7, , ,0,0,1000.7,3.9,0,8,0,300,0,12
29/03/2010,0,4.9,0,1, , ,0,26.1,990.5,11.3,0,19,0,50,0,29
30/03/2010,0,4.7,0,2.6, , ,0,7.5,986.5,15.7,0,21,0,310,0,34
31/03/2010,0,6.9,0,-0.8, , ,0,1.6,996.5,12.2,0,21,0,300,0,32
01/04/2010,0,9.6,0,-0.4, , ,0,0.4,997.1,5.2,0,11,0,230,0,16
02/04/2010,0,10.3,0,3.1, , ,0,7.7,988.6,7.2,0,17,0,80,0,24
03/04/2010,0,10.3,0,1.4, , ,0,0.3,997.6,8.2,0,16,0,310,0,29
04/04/2010,0,9.3,0,-1.1, , ,0,10.8,1004.9,8.3,0,17,0,180,0,29
05/04/2010,0,13.5,0,7.4, , ,0,21.7,999,14.4,0,27,0,190,0,40
06/04/2010,0,11.7,0,3.2, , ,0,11.1,1003.6,5.4,0,14,0,240,0,21
07/04/2010,0,11.1,0,1.5, , ,0,0.8,1017.1,7.2,0,17,0,240,0,23
08/04/2010,0,12.4,0,5.6, , ,0,0,1024.9,5.6,0,12,0,240,0,16
09/04/2010,0,15.2,0,4.5, , ,0,0,1025.5,6.1,0,13,0,160,0,20
10/04/2010,0,18.5,0,4.5, , ,0,0,1026,5.6,0,10,0,170,0,16
11/04/2010,0,18.4,0,3, , ,0,0,1025.6,3.7,0,8,0,0,0,12
12/04/2010,0,17,0,3.1, , ,0,0,1025.4,4.9,0,9,0,50,0,14
13/04/2010,0,16.1,0,2.3, , ,0,0,1023.6,5,0,10,0,60,0,14
14/04/2010,0,12.6,0,5, , ,0,0,1021.2,6.4,0,13,0,50,0,20
15/04/2010,0,15,0,2.5, , ,0,0,1023.1,6.6,0,11,0,50,0,16
16/04/2010,0,15.4,0,1.2, , ,0,0,1023.4,4,0,8,0,80,0,12
17/04/2010,0,13.7,0,1, , ,0,0,1017.2,3.5,0,8,0,240,0,11
18/04/2010,0,13.4,0,2.1, , ,0,0,1013.2,3.3,0,8,0,270,0,13
19/04/2010,0,12.5,0,1.2, , ,0,0.6,1015.2,5.3,0,9,0,280,0,15
20/04/2010,0,11.6,0,-1.8, , ,0,0,1017.8,4.2,0,9,0,350,0,14
21/04/2010,0,12.1,0,-1.1, , ,0,0,1018.2,4.8,0,9,0,110,0,15
22/04/2010,0,13,0,3.4, , ,0,0,1013.4,4.2,0,8,0,100,0,15
23/04/2010,0,15.7,0,5.9, , ,0,0,1008.3,5.6,0,10,0,200,0,15
24/04/2010,0,15,0,6.1, , ,0,6,1006,6.3,0,12,0,150,0,19
25/04/2010,0,15.2,0,9.2, , ,0,2.1,1010.3,8,0,15,0,240,0,21
26/04/2010,0,16.8,0,9.4, , ,0,1.2,1017.9,5,0,10,0,250,0,14
27/04/2010,0,14.8,0,10.6, , ,0,5,1014.2,9.9,0,16,0,160,0,24
28/04/2010,0,16.4,0,9.3, , ,0,1.4,1007.6,11.4,0,19,0,230,0,26
29/04/2010,0,13.4,0,6.8, , ,0,0.6,1004.7,8,0,16,0,230,0,23
30/04/2010,0,14.5,0,7.3, , ,0,7.1,1002.5,6.6,0,13,0,230,0,18
01/05/2010,0,13,0,7.3, , ,0,8.8,1006.9,4,0,11,0,320,0,21
02/05/2010,0,11.8,0,4.8, , ,0,0.4,1016.1,9.2,0,15,0,340,0,28
03/05/2010,0,13,0,3.3, , ,0,0,1025.2,7.8,0,13,0,350,0,21
04/05/2010,0,13.2,0,3, , ,0,0,1027.2,6,0,10,0,310,0,15
05/05/2010,0,14.7,0,8.4, , ,0,0.3,1020.2,7.3,0,13,0,310,0,19
06/05/2010,0,14.6,0,6.1, , ,0,0,1013,9.8,0,15,0,350,0,24
07/05/2010,0,12.8,0,2.7, , ,0,0,1013.1,8.2,0,15,0,60,0,23
08/05/2010,0,15,0,2.8, , ,0,0,1014.3,7.8,0,15,0,60,0,22
09/05/2010,0,14.9,0,0.7, , ,0,0,1012.2,6.1,0,13,0,350,0,21
10/05/2010,0,11.8,0,3.3, , ,0,0,1013.3,8.3,0,15,0,350,0,25
11/05/2010,0,11.8,0,0.3, , ,0,1.5,1013.2,5.2,0,12,0,230,0,18
12/05/2010,0,12.3,0,0.4, , ,0,0.1,1012.5,5.1,0,10,0,350,0,18
13/05/2010,0,12.2,0,5.4, , ,0,1.5,1006,7,0,14,0,240,0,20
14/05/2010,0,14.6,0,2.4, , ,0,0.5,1007.6,7.9,0,16,0,320,0,23
15/05/2010,0,13.2,0,4.6, , ,0,2.9,1011.3,8.5,0,16,0,220,0,25
16/05/2010,0,14.8,0,0.2, , ,0,0,1014,5.5,0,13,0,280,0,22
17/05/2010,0,14.9,0,3.2, , ,0,0,1019.3,3.7,0,9,0,240,0,14
18/05/2010,0,14.2,0,7, , ,0,5.9,1019.3,6.7,0,12,0,150,0,18
19/05/2010,0,18.1,0,11.7, , ,0,1.1,1021.2,5.4,0,8,0,220,0,12
20/05/2010,0,22.1,0,12.3, , ,0,0.1,1025.6,4.2,0,9,0,210,0,14
21/05/2010,0,20.8,0,9.6, , ,0,0,1025.1,2.6,0,8,0,180,0,11
22/05/2010,0,24.5,0,7.4, , ,0,0,1022.8,3.7,0,7,0,110,0,11
23/05/2010,0,24.5,0,9.1, , ,0,0,1018.3,4.3,0,9,0,320,0,15
24/05/2010,0,19.9,0,10, , ,0,0,1013.2,5.9,0,9,0,20,0,15
25/05/2010,0,17.5,0,4.8, , ,0,0,1010.7,6.5,0,10,0,10,0,16
26/05/2010,0,16.2,0,3.3, , ,0,0,1009.2,7,0,13,0,340,0,23
27/05/2010,0,12.8,0,1.6, , ,0,1,1008.2,5.2,0,12,0,220,0,17
28/05/2010,0,15.2,0,2.7, , ,0,0.8,1006.7,4.1,0,9,0,250,0,13
29/05/2010,0,14.3,0,7.6, , ,0,3.9,1002.8,6.3,0,10,0,310,0,15
30/05/2010,0,15.8,0,4.4, , ,0,0,1010.7,3.5,0,7,0,330,0,11
31/05/2010,0,17.9,0,10.9, , ,0,9.6,1011.5,6.3,0,12,0,160,0,19
01/06/2010,0,16.9,0,10.1, , ,0,1.5,1011.9,7.5,0,15,0,240,0,22
02/06/2010,0,21.1,0,8.3, , ,0,0,1016.4,3.5,0,8,0,180,0,12
03/06/2010,0,20,0,10.3, , ,0,0,1013.5,8.1,0,15,0,140,0,26
04/06/2010,0,18.3,0,11.5, , ,0,1.2,1012.1,6.8,0,12,0,240,0,20
05/06/2010,0,19.2,0,8.1, , ,0,0,1013.5,4.7,0,10,0,230,0,15
06/06/2010,0,18.2,0,11.4, , ,0,0,1010,5.7,0,12,0,240,0,19
07/06/2010,0,14.6,0,11.2, , ,0,5.1,1001.4,7.7,0,15,0,70,0,22
08/06/2010,0,15.5,0,11.8, , ,0,2.3,997.4,7.6,0,12,0,20,0,19
09/06/2010,0,15.4,0,11.5, , ,0,1.5,1004.4,8.7,0,14,0,40,0,21
10/06/2010,0,20.2,0,8.4, , ,0,0.1,1010.2,7.8,0,12,0,330,0,19
11/06/2010,0,19.1,0,8.6, , ,0,0,1011.9,7.6,0,17,0,330,0,24
12/06/2010,0,17.2,0,10.7, , ,0,0,1015.5,6.4,0,11,0,240,0,16
13/06/2010,0,16.8,0,9.5, , ,0,2.9,1012.8,9.7,0,19,0,280,0,28
14/06/2010,0,20.5,0,8.8, , ,0,0.1,1020.1,8,0,11,0,330,0,17
15/06/2010,0,21,0,7.9, , ,0,0,1025.4,5.1,0,10,0,240,0,14
16/06/2010,0,20.5,0,8.6, , ,0,0,1023.7,4.2,0,9,0,230,0,13
17/06/2010,0,21.9,0,10.6, , ,0,0,1020.7,4.6,0,9,0,330,0,14
18/06/2010,0,18.3,0,9.8, , ,0,0,1019.8,6.9,0,12,0,320,0,18
19/06/2010,0,20.5,0,5.7, , ,0,0,1018.3,7.7,0,13,0,340,0,21
20/06/2010,0,21.8,0,4.3, , ,0,0,1019.2,4.9,0,9,0,240,0,13
21/06/2010,0,21.1,0,6.7, , ,0,0,1017.7,5.8,0,15,0,230,0,21
22/06/2010,0,19.9,0,10, , ,0,0,1016.1,5.3,0,10,0,240,0,16
23/06/2010,0,19.4,0,14.1, , ,0,0,1014.4,7.6,0,14,0,230,0,22
24/06/2010,0,19.9,0,9.5, , ,0,0,1014.8,5.8,0,11,0,240,0,18
25/06/2010,0,21.6,0,9.2, , ,0,0.2,1011.7,4.5,0,12,0,150,0,17
26/06/2010,0,22.1,0,12.6, , ,0,0.4,1007.8,7.1,0,14,0,200,0,21
27/06/2010,0,20.4,0,13.5, , ,0,0,1010,10.8,0,18,0,220,0,28
28/06/2010,0,19.5,0,12.6, , ,0,8,1011.7,5.5,0,10,0,240,0,14
29/06/2010,0,21,0,10.1, , ,0,0,1014.6,2.7,0,8,0,240,0,12
30/06/2010,0,22.1,0,12.1, , ,0,5,1006.1,8.4,0,15,0,150,0,24
01/07/2010,0,20,0,11.9, , ,0,4.7,996.7,10.6,0,16,0,150,0,29
02/07/2010,0,18.8,0,11.7, , ,0,0.3,1002.2,11.4,0,20,0,230,0,31
03/07/2010,0,17.6,0,11.7, , ,0,1.6,1010.2,9.8,0,16,0,220,0,24
04/07/2010,0,17.9,0,12.1, , ,0,5.4,1008.5,13.6,0,24,0,250,0,37
05/07/2010,0,17.9,0,11.2, , ,0,0.1,1018.5,7.7,0,14,0,250,0,22
06/07/2010,0,19.2,0,10.2, , ,0,3.6,1015,9.9,0,19,0,210,0,30
07/07/2010,0,18,0,12, , ,0,0.6,1008.5,13,0,21,0,230,0,30
08/07/2010,0,16.4,0,11.1, , ,0,6.5,1007.9,6.6,0,12,0,200,0,20
09/07/2010,0,17.1,0,12.2, , ,0,11.8,1006.5,4.5,0,10,0,270,0,15
10/07/2010,0,18.3,0,11.6, , ,0,9.2,1002.7,7.5,0,19,0,280,0,28
11/07/2010,0,17.8,0,10.6, , ,0,5.4,1006.8,5.8,0,14,0,280,0,20
12/07/2010,0,19.1,0,10.7, , ,0,0.1,1007.7,3.2,0,6,0,260,0,8
13/07/2010,0,17.2,0,12, , ,0,3.3,999,7.2,0,15,0,100,0,20
14/07/2010,0,19.9,0,12.5, , ,0,9.8,989.2,5.9,0,11,0,90,0,17
15/07/2010,0,18.1,0,13, , ,0,34.5,989.7,7,0,14,0,220,0,22
16/07/2010,0,16.2,0,11.5, , ,0,4.1,998.6,9,0,13,0,290,0,21
17/07/2010,0,17.2,0,11.6, , ,0,2.5,1010.5,8.9,0,14,0,230,0,20
18/07/2010,0,18.8,0,14.2, , ,0,6.2,1010.4,5.9,0,10,0,240,0,15
19/07/2010,0,19.3,0,13.7, , ,0,3.5,1007.7,7.3,0,13,0,240,0,20
20/07/2010,0,19.2,0,11.2, , ,0,12.9,1003.2,4.3,0,10,0,170,0,14
21/07/2010,0,16.5,0,11.9, , ,0,20.1,1001.8,9,0,17,0,330,0,24
22/07/2010,0,19.4,0,9.4, , ,0,0.6,1010.5,9.4,0,14,0,330,0,23
23/07/2010,0,18.2,0,6.9, , ,0,0.2,1016.5,4.3,0,10,0,230,0,15
24/07/2010,0,17.7,0,13.2, , ,0,0.6,1014.3,7.1,0,13,0,230,0,19
25/07/2010,0,19,0,14.9, , ,0,0,1015.3,7.9,0,13,0,220,0,19
26/07/2010,0,19,0,14.7, , ,0,0.2,1014.7,9.2,0,14,0,240,0,22
27/07/2010,0,17.2,0,12.8, , ,0,0.9,1013.6,7.9,0,14,0,240,0,20
28/07/2010,0,18.7,0,12.3, , ,0,0.6,1015,6.5,0,11,0,280,0,17
29/07/2010,0,17.9,0,13, , ,0,0,1013.3,3.9,0,8,0,240,0,11
30/07/2010,0,18.9,0,13.1, , ,0,5,1008.1,7.4,0,12,0,220,0,20
31/07/2010,0,18.3,0,12.7, , ,0,1.2,1006.9,8.2,0,13,0,290,0,22
01/08/2010,0,19,0,12.1, , ,0,0,1011.2,4.3,0,11,0,330,0,14
02/08/2010,0,16.2,0,9.6, , ,0,1.8,1013.8,4.4,0,9,0,240,0,15
03/08/2010,0,16.5,0,11.6, , ,0,4.4,1008,6.6,0,13,0,240,0,20
04/08/2010,0,18.3,0,10.9, , ,0,0.8,1006.7,9.1,0,16,0,300,0,24
05/08/2010,0,18.2,0,13.2, , ,0,1.6,1006.5,7,0,14,0,240,0,21
06/08/2010,0,16.2,0,13.4, , ,0,4.7,1003.6,9.3,0,16,0,230,0,24
07/08/2010,0,18.7,0,8.4, , ,0,0.2,1011.8,7.3,0,13,0,330,0,19
08/08/2010,0,18.8,0,6.1, , ,0,1.9,1013.3,5,0,11,0,220,0,19
09/08/2010,0,17.5,0,12.8, , ,0,4,1006.2,8,0,14,0,240,0,22
10/08/2010,0,19.1,0,10.8, , ,0,0.8,1005.7,7.6,0,12,0,280,0,19
11/08/2010,0,17.7,0,10.4, , ,0,0.4,1012.1,6.2,0,13,0,320,0,19
12/08/2010,0,16.8,0,12.2, , ,0,0,1018.3,8.7,0,14,0,320,0,22
13/08/2010,0,17,0,11.7, , ,0,0.7,1020.8,7.5,0,12,0,340,0,19
14/08/2010,0,16.1,0,9.4, , ,0,3.2,1019.2,3.1,0,7,0,300,0,10
15/08/2010,0,23,0,6.1, , ,0,0.1,1020.3,2.9,0,8,0,230,0,11
16/08/2010,0,16,0,8.6, , ,0,8.4, ,4.9,0,10,0,240,0,16
17/08/2010,0,17.3,0,8.5, , ,0,0.2, ,7,0,13,0,310,0,21
18/08/2010,0,17.2,0,9.7, , ,0,5.2, ,8.4,0,17,0,230,0,27
19/08/2010,0,17.6,0,11.7, , ,0,5.2,997.5,6.3,0,11,0,80,0,17
20/08/2010,0,18.6,0,13.1, , ,0,2.2,999.7,11.3,0,20,0,230,0,34
21/08/2010,0,18.9,0,11.1, , ,0,7.1,1008.4,8.1,0,16,0,220,0,23
22/08/2010,0,18.6,0,10.2, , ,0,2,1004.2,5.8,0,12,0,240,0,19
23/08/2010,0,17,0,11.3, , ,0,5.4,996.6,9.1,0,18,0,270,0,27
24/08/2010,0,17.4,0,6.3, , ,0,0.1,1003.9,8.8,0,17,0,270,0,25
25/08/2010,0,17.6,0,4.9, , ,0,0,1006.7,4.8,0,9,0,90,0,15
26/08/2010,0,19.2,0,5.1, , ,0,0,1005.2,5.4,0,9,0,50,0,17
27/08/2010,0,18.1,0,6.8, , ,0,0,1012,5.3,0,12,0,280,0,16
28/08/2010,0,18.6,0,7.5, , ,0,0.1,1018.8,8,0,15,0,290,0,20
29/08/2010,0,17.1,0,6.4, , ,0,0.4,1019.3,8,0,14,0,350,0,22
30/08/2010,0,17.8,0,1.8, , ,0,0,1022.1,3.1,0,7,0,30,0,11
31/08/2010,0,20.1,0,5.8, , ,0,0,1018.3,5.1,0,9,0,110,0,15
01/09/2010,0,20.9,0,9.9, , ,0,0,1014.2,5.9,0,11,0,120,0,18
02/09/2010,0,22.6,0,10.5, , ,0,0,1013.2,6.6,0,11,0,120,0,17
03/09/2010,0,22.4,0,10, , ,0,0,1011.5,7.4,0,11,0,100,0,18
04/09/2010,0,20.2,0,12.5, , ,0,1.3,1009.5,5.4,0,12,0,100,0,18
05/09/2010,0,19.1,0,10.4, , ,0,2.7,1001.8,7.9,0,15,0,110,0,25
06/09/2010,0,17.3,0,13, , ,0,32.6,992.2,4.7,0,13,0,120,0,21
07/09/2010,0,16.8,0,12.5, , ,0,7.9,989.5,6.1,0,14,0,230,0,21
08/09/2010,0,17.3,0,12.5, , ,0,9.9,997,7.6,0,15,0,230,0,22
09/09/2010,0,18,0,12.6, , ,0,19.2,1006.3,7,0,13,0,210,0,19
10/09/2010,0,18.3,0,13.2, , ,0,4.7,1003.7,6.7,0,15,0,220,0,22
11/09/2010,0,16.8,0,9.5, , ,0,11.6,1009.2,6.5,0,14,0,280,0,43
12/09/2010,0,16.1,0,6.2, , ,0,0.2,1018.6,6.9,0,15,0,230,0,22
13/09/2010,0,17.5,0,14, , ,0,16.5,1013.8,14.6,0,23,0,220,0,37
14/09/2010,0,16.3,0,10.5, , ,0,5.2,1009.8,11.5,0,20,0,270,0,31
15/09/2010,0,16.6,0,10, , ,0,0,1009.8,10.6,0,17,0,300,0,27
16/09/2010,0,16.4,0,8.1, , ,0,4.1,1012.5,5.1,0,11,0,290,0,17
17/09/2010,0,15,0,6, , ,0,0.1,1016,4.2,0,9,0,320,0,13
18/09/2010,0,14.7,0,7.3, , ,0,4,1012,8.2,0,16,0,210,0,25
19/09/2010,0,17.4,0,13.1, , ,0,8.6,1004.5,8.5,0,16,0,240,0,23
20/09/2010,0,18.6,0,12.7, , ,0,0.3,1004.7,8,0,15,0,230,0,22
21/09/2010,0,18.5,0,12.8, , ,0,2,1006.3,8.1,0,12,0,170,0,22
22/09/2010,0,18.4,0,12.6, , ,0,14.9,1003.2,5.8,0,13,0,230,0,20
23/09/2010,0,14.1,0,11.1, , ,0,4.4,1003.8,10.1,0,17,0,320,0,24
24/09/2010,0,14.4,0,7.6, , ,0,0,1012.2,7.5,0,12,0,0,0,20
25/09/2010,0,12.6,0,7.5, , ,0,0,1017.8,3.1,0,7,0,30,0,12
26/09/2010,0,11.7,0,7.6, , ,0,0,1013.5,4,0,8,0,170,0,12
27/09/2010,0,16,0,7.2, , ,0,0,1008.4,7.3,0,11,0,100,0,17
28/09/2010,0,15.2,0,4.8, , ,0,3.5,1006.2,4.6,0,8,0,180,0,17
29/09/2010,0,16.4,0,4.8, , ,0,0.4,1007.8,4.3,0,11,0,230,0,16
30/09/2010,0,16.2,0,8.8, , ,0,0.9,998.5,6.4,0,12,0,140,0,18
01/10/2010,0,14.2,0,8.6, , ,0,4.3,987.1,10.6,0,19,0,250,0,32
02/10/2010,0,14.4,0,9.4, , ,0,0.7,988.1,7.5,0,14,0,180,0,22
03/10/2010,0,16.3,0,6.3, , ,0,0.1,988.2,6,0,15,0,240,0,21
04/10/2010,0,14.9,0,7.5, , ,0,2.1,986.8,10,0,19,0,170,0,32
05/10/2010,0,14.3,0,7.5, , ,0,4.3,985.7,10.1,0,18,0,220,0,29
06/10/2010,0,15.2,0,6.8, , ,0,1.5,995.1,7.8,0,15,0,230,0,23
07/10/2010,0,17.2,0,10.5, , ,0,0.4,1002.6,11,0,19,0,140,0,26
08/10/2010,0,19.3,0,13.3, , ,0,0.1,1002.5,11.3,0,18,0,90,0,27
09/10/2010,0,17.4,0,12.8, , ,0,0,1006.6,12.4,0,17,0,70,0,26
10/10/2010,0,13.6,0,9.4, , ,0,0,1011,7.6,0,12,0,80,0,18
11/10/2010,0,17.6,0,7, , ,0,0.1, ,5.3,0,10,0,60,0,15
12/10/2010,0,16.2,0,3.3, , ,0,0.2, ,3.2,0,6,0,70,0,10
13/10/2010,0,9,0,2.9, , ,0,0.1,1019,2.8,0,5,0,40,0,8
14/10/2010,0,11.2,0,7.8, , ,0,0,1020.2,2.7,0,5,0,310,0,10
15/10/2010,0,15.4,0,7.2, , ,0,1.2,1019.5,5.7,0,12,0,290,0,18
16/10/2010,0,14,0,1.7, , ,0,0.2,1020.8,2.6,0,6,0,60,0,9
17/10/2010,0,13.9,0,1.1, , ,0,1.2,1020.8,5.3,0,13,0,230,0,21
18/10/2010,0,13.4,0,8.3, , ,0,0.5,1016.1,7.7,0,15,0,270,0,23
19/10/2010,0,12.3,0,2.3, , ,0,1.7,1014.9,6.9,0,17,0,310,0,26
20/10/2010,0,11,0,-1.4, , ,0,1.5,1019.4,3.8,0,9,0,210,0,16
21/10/2010,0,12.9,0,1.2, , ,0,0.5,1016.3,4.8,0,12,0,240,0,18
22/10/2010,0,11.8,0,3.2, , ,0,6.9,1007.3,6.1,0,13,0,210,0,20
23/10/2010,0,12.5,0,3.1, , ,0,8.3,1004.2,5.4,0,10,0,300,0,19
24/10/2010,0,11.1,0,-3.1, , ,0,0,1015.7,2.6,0,7,0,10,0,10
25/10/2010,0,11.5,0,-0.8, , ,0,0.8,1015.3,8.3,0,15,0,180,0,25
26/10/2010,0,15.9,0,11.5, , ,0,11.6,1004.8,11.9,0,17,0,220,0,28
27/10/2010,0,12.8,0,7.5, , ,0,4.5,1003.6,9.6,0,19,0,220,0,36
28/10/2010,0,14.7,0,6.9, , ,0,3.1,995.6,10.7,0,18,0,180,0,30
29/10/2010,0,12,0,6.6, , ,0,15.5,983.3,6.5,0,15,0,190,0,24
30/10/2010,0,13,0,4.8, , ,0,0.4,986.4,4.6,0,8,0,190,0,12
31/10/2010,0,10.9,0,1, , ,0,0.1,999.2,5.3,0,9,0,10,0,14
01/11/2010,0,13.8,0,0.8, , ,0,4.1,1003.7,9.4,0,21,0,230,0,35
02/11/2010,0,13.3,0,10.1, , ,0,17.3,996.4,15.2,0,25,0,230,0,41
03/11/2010,0,14.6,0,8.9, , ,0,8.1,1001.5,8.2,0,24,0,230,0,35
04/11/2010,0,14.9,0,10.8, , ,0,8.8,1006.4,15.6,0,23,0,230,0,38
05/11/2010,0,11.6,0,6.7, , ,0,8,1013,7,0,12,0,230,0,18
06/11/2010,0,8.9,0,0.6, , ,0,3.2,1013.2,5.1,0,12,0,320,0,17
07/11/2010,0,8.5,0,-0.8, , ,0,10.9,990.2,9,0,21,0,180,0,34
08/11/2010,0,10.4,0,4.7, , ,0,6.5,962.2,6.3,0,13,0,10,0,22
09/11/2010,0,9.3,0,-0.2, , ,0,0.4,981.4,9,0,16,0,10,0,28
10/11/2010,0,8.5,0,-3.6, , ,0,2.6,987.8,6.2,0,16,0,160,0,26
11/11/2010,0,12.2,0,6.6, , ,0,6.8,975.9,20.7,0,31,0,240,0,53
12/11/2010,0,10.3,0,4.8, , ,0,4.4,984.2,8.9,0,19,0,260,0,32
13/11/2010,0,5.8,0,-0.4, , ,0,9.8,983.7,4.1,0,11,0,190,0,17
14/11/2010,0,8.3,0,-3, , ,0,0.2,991.8,3.1,0,10,0,150,0,16
15/11/2010,0,9.5,0,0.3, , ,0,1.6,1005.3,3.5,0,9,0,290,0,15
16/11/2010,0,9.6,0,4.5, , ,0,8.4,998.1,11.1,0,21,0,120,0,36
17/11/2010,0,10,0,6.3, , ,0,8.6,982.6,12.2,0,19,0,150,0,29
18/11/2010,0,10,0,4.9, , ,0,8.9,989.2,10.3,0,18,0,240,0,27
19/11/2010,0,9.7,0,2.5, , ,0,0.4,1001.8,5,0,9,0,70,0,12
20/11/2010,0,8.9,0,4.4, , ,0,0,1009.6,6.5,0,11,0,60,0,15
21/11/2010,0,6.6,0,-0.7, , ,0,0,1013.5,5.7,0,9,0,20,0,16
22/11/2010,0,6.7,0,-4, , ,0,0, ,2.9,0,8,0,20,0,12
23/11/2010,0,6.5,0,-4.6, , ,0,0.1, ,1.6,0,5,0,320,0,7
24/11/2010,0,5.4,0,-0.9, , ,0,0.5,1011.2,3.9,0,9,0,320,0,14
25/11/2010,0,5.7,0,-2.2, , ,0,2.9,1012.8,6.8,0,10,0,270,0,16
26/11/2010,0,5,0,-0.4, , ,0,4.2,1007,7.2,0,12,0,340,0,19
27/11/2010,0,1.7,0,-2.2, , ,0,0.4,1006.2,6,0,10,0,350,0,16
28/11/2010,0,-1.1,0,-7.5, , ,0,0,1004.2,2,0,6,0,340,0,8
29/11/2010,0,-1.7,0,-6.4, , ,0,0,1010.2,2.7,0,6,0,50,0,9
30/11/2010,0,1.4,0,-4, , ,0,3,1014.5,7.4,0,14,0,40,0,22
01/12/2010,0,-0.7,0,-5.7, , ,0,0,1014,6.7,0,9,0,0,0,15
02/12/2010,0,-1.8,0,-10.1, , ,0,0,1012.9,4.6,0,9,0,0,0,13
03/12/2010,0,4.3,0,-9, , ,0,0,1004.1,5.1,0,10,0,190,0,17
04/12/2010,0,2.3,0,-6.3, , ,0,2,999.8,2.1,0,5,0,10,0,7
05/12/2010,0,3.7,0,-6.3, , ,0,0,1002.5,2.1,0,7,0,310,0,9
06/12/2010,0,1.4,0,-6.4, , ,0,1.5,997.4,4.5,0,11,0,10,0,17
07/12/2010,0,1.6,0,-5.2, , ,0,0,1004.5,6,0,9,0,10,0,15
08/12/2010,0,2.3,0,-6.6, , ,0,0,1018.1,4.4,0,8,0,320,0,10
09/12/2010,0,5.9,0,-5.4, , ,0,0,1028.3,2.7,0,7,0,250,0,12
10/12/2010,0,8.1,0,2.2, , ,0,0,1029.3,3.2,0,6,0,220,0,9
11/12/2010,0,5.5,0,-1.9, , ,0,0.4,1024.4,2.3,0,7,0,60,0,10
12/12/2010,0,3.9,0,-2.8, , ,0,0,1019.8,5,0,12,0,80,0,15
13/12/2010,0,4.4,0,-1.8, , ,0,0,1023.6,5.4,0,9,0,100,0,13
14/12/2010,0,5.1,0,-2.7, , ,0,0,1033.1,3.6,0,6,0,60,0,9
15/12/2010,0,5.7,0,2.8, , ,0,0.2,1033.9,4,0,8,0,230,0,11
16/12/2010,0,8.3,0,-2.2, , ,0,1.7,1017.9,9.2,0,20,0,330,0,30
