date,ind,maxtp,ind,mintp,igmin,gmin,ind,rain,cbl,wdsp,ind,hm,ind,ddhm,ind,hg
08/07/2015,0,16.6,0,8.1,0,11.8,0,0,1010.2,9.3,0,17,0,320,0,22
09/07/2015,0,17.2,0,8.6,0,4.5,0,2.1,1015.7,5.1,0,9,0,200,0,14
10/07/2015,0,19.2,0,12.4,0,11.9,0,2.5,1009.2,8.1,0,14,0,190,0,23
11/07/2015,0,15.3,0,12.5,0,11.1,0,11.2,1006.4,10.2,0,16,0,230,0,25
12/07/2015,0,16.2,0,11.8,0,11.3,0,1.4,1008.1,6.1,0,12,0,230,0,22
13/07/2015,0,17.7,0,11.1,0,13,0,9.3,1007.3,6.9,0,12,0,320,0,20
14/07/2015,0,17.7,0,10.3,0,10,0,2.6,1013.9,4.2,0,8,0,10,0,13
15/07/2015,0,19.3,0,8.5,0,7,0,0,1015.7,3.3,0,7,0,270,0,11
16/07/2015,0,17.3,0,11.4,0,9.5,0,4.4,1003.7,9,0,18,0,150,0,27
17/07/2015,0,15.6,0,11.6,0,11.2,0,2.7,1000.1,14.8,0,21,0,250,0,36
18/07/2015,0,15.8,0,9.3,0,10.2,0,20.8,1004.4,9,0,16,0,230,0,25
19/07/2015,0,16.2,0,8.8,0,6.1,0,1.4,1004,5.7,0,11,0,250,0,17
20/07/2015,0,18.3,0,11,0,10.7,0,7.6,999,10.9,0,18,0,240,0,30
21/07/2015,0,15.8,0,11.7,0,12.3,0,3,1003,7.4,0,17,0,310,0,25
22/07/2015,0,16.3,0,10.3,0,9.5,0,1.1,1009.6,7,0,14,0,240,0,21
23/07/2015,0,16.7,0,8.3,0,5.6,0,0,1010.7,5.9,0,12,0,230,0,19
24/07/2015,0,16.8,0,4.4,0,0,0,0.3,1010.5,6.1,0,14,0,320,0,19
25/07/2015,0,16.8,0,4.6,0,-0.3,0,0.4,1007.8,3.8,0,9,0,130,0,14
26/07/2015,0,16.9,0,11.2,0,10.2,0,21.3,995,8.7,0,12,0,110,0,21
27/07/2015,0,16.6,0,11.6,0,11.8,0,3.2,995.8,10.6,0,21,0,280,0,30
28/07/2015,0,15.7,0,9,0,8.6,0,1.2,1004.7,7.9,0,14,0,280,0,23
29/07/2015,0,16.8,0,7.6,0,3.3,0,0.3,1012.1,8.1,0,16,0,320,0,23
30/07/2015,0,16.2,0,7.3,0,2.5,0,0.3,1015.7,6.3,0,12,0,230,0,19
31/07/2015,0,14.9,0,9.4,0,9.9,0,8.8,1010.5,7.8,0,14,0,210,0,21
01/08/2015,0,16.5,0,7.8,0,5.9,0,0.7,1007.4,7.7,0,16,0,250,0,26
02/08/2015,0,17.8,0,11.3,0,10.7,0,6.9,999.3,9.2,0,19,0,150,0,29
03/08/2015,0,17.9,0,11.7,0,11.3,0,15.9,993.5,13.7,0,21,0,200,0,33
04/08/2015,0,16.5,0,11.8,0,11.1,0,6.3,996.9,14.5,0,20,0,240,0,34
05/08/2015,0,17.3,0,8.1,0,10.2,0,14.2,999,5.9,0,13,0,310,0,17
06/08/2015,0,16.8,0,7,0,2.4,0,0,1007,4.5,0,11,0,280,0,17
07/08/2015,0,17.5,0,5.5,0,1.9,0,0,1015,4.1,0,11,0,250,0,16
08/08/2015,0,16.2,0,7.4,0,3.9,0,8.2,1014.8,8.4,0,14,0,200,0,23
09/08/2015,0,16.9,0,13.3,0,13.1,0,2.6,1009.3,7.8,0,12,0,220,0,19
10/08/2015,0,16.2,0,11.3,0,11.6,0,5.3,1009,8.3,0,15,0,230,0,29
11/08/2015,0,16.2,0,9.4,0,7.2,0,0.1,1016.8,4.4,0,10,0,270,0,15
12/08/2015,0,16.9,0,6.5,0,10.9,0,0,1019.8,3.2,0,6,0,200,0,9
13/08/2015,0,18,0,4.9,0,3.1,0,0.1,1013.6,3.6,0,10,0,240,0,15
14/08/2015,0,16.1,0,9.7,0,9.8,0,1.5,1007.3,6.1,0,14,0,280,0,20
15/08/2015,0,16.1,0,9.1,0,6.8,0,0,1008.2,6,0,12,0,250,0,20
16/08/2015,0,17.5,0,9.4,0,6.2,0,1.8,1010.8,4,0,8,0,170,0,13
17/08/2015,0,20.6,0,12.2,0,11.2,0,1.3,1013.1,3.2,0,9,0,210,0,14
18/08/2015,0,19.6,0,7.4,0,5.2,0,0.1,1009.2,3.7,0,9,0,220,0,14
19/08/2015,0,16.8,0,12.6,0,12.3,0,4.1,1004.5,7.1,0,12,0,250,0,21
20/08/2015,0,20.9,0,12.9,0,11.6,0,1.1,1005.1,8.1,0,14,0,220,0,24
21/08/2015,0,17.8,0,12,0,12.6,0,2.9,1006,8.1,0,14,0,220,0,22
22/08/2015,0,18.2,0,10.3,0,8.2,0,7.2,1004.6,3.9,0,7,0,260,0,13
23/08/2015,0,15.9,0,11.7,0,11.9,0,9.6,997.5,6.6,0,11,0,290,0,15
24/08/2015,0,15.6,0,9.9,0,8.9,0,0.1,996.9,6.9,0,13,0,240,0,22
25/08/2015,0,16.3,0,6.6,0,1.9,0,6.3,995.1,6.1,0,16,0,230,0,24
26/08/2015,0,17.2,0,10.2,0,5,0,3.8,990.8,7.9,0,17,0,250,0,29
27/08/2015,0,16.3,0,10,0,9,0,5,996.9,8.9,0,16,0,230,0,25
28/08/2015,0,16.8,0,10.1,0,8.3,0,6.3,1004,9.7,0,17,0,220,0,29
29/08/2015,0,17.1,0,11.8,0,10.3,0,2.6,1010.2,6.8,0,11,0,230,0,20
30/08/2015,0,16.5,0,10.8,0,7,0,0,1014.2,3.4,0,8,0,220,0,12
31/08/2015,0,17.4,0,8.1,0,8.5,0,0.6,1015.9,4.3,0,12,0,330,0,15
01/09/2015,0,15.9,0,7.7,0,5.4,0,0.5,1019,7.4,0,14,0,330,0,22
02/09/2015,0,15.1,0,6.3,0,3.2,0,0.3,1018.7,6.5,0,14,0,300,0,22
03/09/2015,0,14.5,0,8.9,0,8.4,0,0.1,1018,8,0,15,0,340,0,23
04/09/2015,0,16.7,0,10.2,0,9,0,0.3,1019.5,8.7,0,13,0,330,0,20
05/09/2015,0,16.3,0,6.6,0,5.6,0,0,1023.2,6.1,0,10,0,20,0,16
06/09/2015,0,14.5,0,4.1,0,0.9,0,0,1027.1,2.4,0,6,0,340,0,8
07/09/2015,0,14.1,0,10,0,9.9,0,0,1026.8,3.1,0,7,0,100,0,10
08/09/2015,0,20.2,0,10.6,0,10.4,0,0,1020.8,6.3,0,13,0,140,0,19
09/09/2015,0,17.6,0,11.2,0,7.3,0,0,1014.4,8.6,0,13,0,120,0,21
10/09/2015,0,19.6,0,10,0,7.6,0,0.3,1009.8,8.7,0,13,0,130,0,23
11/09/2015,0,15.6,0,12.1,0,13,0,35.5,1000.2,8.2,0,19,0,280,0,27
12/09/2015,0,14.9,0,8.9,0,7.4,0,1.3,997.2,7.9,0,15,0,240,0,22
13/09/2015,0,14.3,0,7.2,0,4.8,0,6.9,994.7,5.6,0,10,0,100,0,14
14/09/2015,0,14.3,0,9.4,0,9.1,0,22.8,990.9,4.4,0,9,0,290,0,12
15/09/2015,0,15.7,0,7.6,0,5.9,0,0.5,992.1,4.6,0,11,0,310,0,15
16/09/2015,0,15.8,0,7.8,0,4.1,0,0,989.4,3.5,0,9,0,290,0,13
17/09/2015,0,16.5,0,7.8,0,3.8,0,0.6,995.8,5.1,0,10,0,310,0,15
18/09/2015,0,16.7,0,10.7,0,9.4,0,1.2,1009.6,5.2,0,10,0,340,0,14
19/09/2015,0,15.7,0,10.9,0,10.7,0,0,1018.7,3.6,0,9,0,210,0,14
20/09/2015,0,15.1,0,10.7,0,9.4,0,12.5,1013.6,6,0,11,0,180,0,17
21/09/2015,0,15.6,0,8.8,0,6.8,0,5.8,1004.2,6.3,0,13,0,260,0,21
22/09/2015,0,15.7,0,6.7,0,3.9,0,0.2,1003.8,6.4,0,13,0,330,0,20
23/09/2015,0,15.4,0,8.6,0,4,0,3.1,1004.3,8.5,0,14,0,240,0,23
24/09/2015,0,14.3,0,8.4,0,5,0,0.9,1008,8,0,16,0,260,0,29
25/09/2015,0,15.2,0,5.3,0,2.4,0,0,1017.1,3.8,0,10,0,230,0,17
26/09/2015,0,15.7,0,8.8,0,9.9,0,0,1021.5,4.5,0,10,0,160,0,16
27/09/2015,0,17.1,0,7.5,0,5.9,0,0,1025.4,6,0,12,0,160,0,20
28/09/2015,0,18.3,0,7.8,0,6,0,0.2,1026.4,7.4,0,14,0,160,0,20
29/09/2015,0,17.7,0,6.2,0,3.7,0,0.2,1029,5.3,0,9,0,110,0,14
30/09/2015,0,17.1,0,7.3,0,1.8,0,0.1,1029.4,5.5,0,10,0,60,0,13
01/10/2015,0,16.2,0,4.9,0,2.1,0,0.2,1027.8,4,0,8,0,80,0,12
02/10/2015,0,12.3,0,5.3,0,1.4,0,0.3,1021.2,2.3,0,5,0,80,0,7
03/10/2015,0,10.9,0,2.9,0,8.7,0,0,1012.7,3,0,7,0,70,0,10
04/10/2015,0,14.3,0,4.1,0,-1.5,0,0,1002.2,7.4,0,15,0,110,0,21
05/10/2015,0,15.4,0,11.2,0,8.1,0,13.9,990.4,5.8,0,12,0,80,0,17
06/10/2015,0,17.4,0,6.3,0,8.5,0,1.5,993.5,5.9,0,20,0,310,0,27
07/10/2015,0,14.6,0,3.2,0,0.5,0,0.1,1006.8,4.2,0,11,0,230,0,16
08/10/2015,0,15.8,0,4.3,0,1,0,0.2,1012.8,3.7,0,10,0,210,0,14
09/10/2015,0,16.3,0,9.5,0,6.3,0,0.8,1014.2,5.3,0,10,0,150,0,17
10/10/2015,0,15.1,0,9.9,0,9.7,0,0.1,1014.2,4.9,0,8,0,90,0,12
11/10/2015,0,16.2,0,8.2,0,8,0,0,1015.2,3.5,0,7,0,330,0,9
12/10/2015,0,13.7,0,1.9,0,2.1,0,0,1020.8,4.7,0,8,0,0,0,14
13/10/2015,0,13.6,0,0,0,-0.6,0,0,1023.2,3.2,0,9,0,110,0,13
14/10/2015,0,13.8,0,1.8,0,-0.8,0,0,1020.8,3.4,0,6,0,170,0,11
15/10/2015,0,13.8,0,5.7,0,6.5,0,0,1020.3,4,0,8,0,110,0,11
16/10/2015,0,13.7,0,2.2,0,0.8,0,0, ,4.3,0,9,0,60,0,13
17/10/2015,0,12.6,0,3.9,0,1.2,0,0, ,4.3,0,8,0,70,0,11
18/10/2015,0,11.4,0,7.6,0,3.6,0,0, ,3.3,0,6,0,80,0,9
19/10/2015,0,13.4,0,4,0,6.7,0,0.1, ,2.6,0,6,0,250,0,10
20/10/2015,0,13.3,0,3.7,0,-0.3,0,6.3,1019.4,6.7,0,17,0,230,0,27
21/10/2015,0,13.7,0,11.6,0,11.1,0,2.5,1009.9,12.9,0,20,0,240,0,36
22/10/2015,0,13.4,0,8.8,0,6.8,0,0.4,1011.3,7.2,0,18,0,260,0,32
23/10/2015,0,14.2,0,9.1,0,6.8,0,9.3,1006.9,8.2,0,14,0,210,0,22
24/10/2015,0,11.7,0,5.5,0,2.3,0,8.7,1008.4,6.9,0,15,0,280,0,24
25/10/2015,0,12,0,5.4,0,1.6,0,0.1,1009,8.3,0,17,0,150,0,25
26/10/2015,0,14.5,0,10.6,0,8.1,0,2.5,997.3,10.4,0,15,0,120,0,28
27/10/2015,0,12.8,0,6.6,0,7.8,0,5.2,997.8,6.2,0,10,0,110,0,15
28/10/2015,0,14.6,0,6.4,0,2.9,0,1.9,993.2,9.2,0,14,0,160,0,22
29/10/2015,0,13.2,0,8.5,0,4.1,0,3.3,994.3,7.4,0,17,0,210,0,27
30/10/2015,0,16.4,0,8.6,0,6.7,0,9.2,1000.6,9.4,0,18,0,140,0,28
31/10/2015,0,15.5,0,3.5,0,10.1,0,0,1011.3,5.4,0,12,0,210,0,19
01/11/2015,0,16.3,0,2.3,0,-0.1,0,0.2,1020.5,2.4,0,6,0,180,0,9
02/11/2015,0,16.3,0,6.1,0,3.4,0,0.3,1014.2,4.3,0,9,0,170,0,15
03/11/2015,0,13.5,0,5.4,0,2.1,0,0.2,1008.6,3.2,0,7,0,80,0,10
04/11/2015,0,11.9,0,3.7,0,2.9,0,0.1,1005.7,3.2,0,7,0,100,0,10
05/11/2015,0,14.9,0,8.7,0,2.6,0,7.7,999.4,5.9,0,9,0,220,0,15
06/11/2015,0,14.2,0,8.6,0,8.6,0,0.1,1000,8.3,0,15,0,230,0,26
07/11/2015,0,13.1,0,7.5,0,3.3,0,5.3,1006.5,5.9,0,14,0,240,0,21
08/11/2015,0,14.6,0,6.6,0,2.4,0,2.4,1004.5,10.8,0,19,0,170,0,34
09/11/2015,0,15.7,0,8,0,3.7,0,14,1003.7,16.4,0,24,0,220,0,40
10/11/2015,0,15.2,0,11.7,0,11.5,0,9.6,1007.2,13.6,0,21,0,220,0,33
11/11/2015,0,12.8,0,7.9,0,9.1,0,16.3,1008.1,8.1,0,19,0,230,0,33
12/11/2015,0,14.4,0,4.9,0,3.7,0,14.8,1002.4,12.2,0,28,0,220,0,46
13/11/2015,0,9.7,0,4,0,0.3,0,7,1010.3,11.3,0,21,0,260,0,42
14/11/2015,0,14.3,0,6.7,0,2,0,32.8,1007.7,13,0,25,0,230,0,42
15/11/2015,0,14.8,0,9,0,7,0,14.4,993.2,18.5,0,25,0,220,0,42
16/11/2015,0,9.1,0,6.3,0,2.5,0,2.3,998.3,7.4,0,15,0,250,0,28
17/11/2015,0,13.3,0,5.4,0,1.5,0,6.1,990,11,0,32,0,270,0,49
18/11/2015,0,12.3,0,8.2,0,4,0,15.2,997.5,14.5,0,24,0,240,0,39
19/11/2015,0,9.7,0,5.3,0,4.9,0,0.1,1007,7.5,0,14,0,270,0,24
20/11/2015,0,8.2,0,1.4,0,0.7,0,1.7,1008.2,9.9,0,18,0,300,0,30
21/11/2015,0,7.1,0,1.7,0,-1.4,0,1.9,1014.1,6.8,0,17,0,320,0,25
22/11/2015,0,9.5,0,-0.5,0,-2,0,0.1,1015.5,4.8,0,10,0,320,0,14
23/11/2015,0,11.5,0,-1.1,0,-3.4,0,5,1015.2,6.1,0,15,0,310,0,21
24/11/2015,0,9.8,0,7.2,0,0.9,0,2.8,1009.9,8.8,0,15,0,280,0,25
25/11/2015,0,12.9,0,7.7,0,7.8,0,1.1,1014.2,8.1,0,20,0,310,0,30
26/11/2015,0,12.2,0,10.3,0,2.3,0,1,1013.9,7.5,0,12,0,230,0,20
27/11/2015,0,11,0,2.4,0,8.7,0,8,1003.6,10.4,0,22,0,310,0,34
28/11/2015,0,9.6,0,3.5,0,-1.3,0,13.4,1001.4,14.3,0,21,0,230,0,35
29/11/2015,0,11.5,0,4.6,0,4.2,0,9.6,1000.6,14.4,0,28,0,240,0,46
30/11/2015,0,12.2,0,5,0,1.9,0,22.8,1004.2,8.7,0,24,0,240,0,37
01/12/2015,0,14,0,5.9,0,3.8,0,3.5,1005.8,15.7,0,23,0,220,0,36
02/12/2015,0,12.7,0,4.5,0,7.1,0,4.4,1007.3,7.4,0,18,0,190,0,30
03/12/2015,0,9.1,0,2.8,0,1,0,9.1,1009,4.5,0,15,0,230,0,26
04/12/2015,0,12.5,0,7.1,0,-1.5,0,14.8,1006.5,17.3,0,27,0,210,0,44
05/12/2015,0,12.8,0,10.9,0,8.3,0,43.3,995.6,21.2,0,26,0,210,0,43
06/12/2015,0,12.9,0,3.2,0,-0.5,0,3.6,1000.4,7.8,0,27,0,220,0,40
07/12/2015,0,14.1,0,6.3,0,-0.4,0,2.7,1001.8,12.2,0,18,0,150,0,30
08/12/2015,0,10.9,0,4.3,0,2.6,0,3,1007.3,10.5,0,17,0,200,0,29
09/12/2015,0,11.8,0,5.7,0,0.1,0,15.8,1012,14.6,0,22,0,230,0,34
10/12/2015,0,8.8,0,3.5,0,0,0,7.3,1011.3,8.5,0,17,0,250,0,28
11/12/2015,0,8.7,0,3.3,0,-0.5,0,2.5,1013.8,7.7,0,18,0,260,0,29
12/12/2015,0,5,0,0.6,0,0.3,0,22.6,1008.1,7.4,0,17,0,70,0,26
13/12/2015,0,10.6,0,1,0,-1.2,0,4.3,1008,7.5,0,12,0,90,0,17
14/12/2015,0,10.7,0,7.3,0,3.1,0,4,1001.9,9.4,0,15,0,100,0,22
15/12/2015,0,12.3,0,9.2,0,5.9,0,1.6,997,10.1,0,15,0,120,0,25
16/12/2015,0,14.4,0,11,0,8.2,0,0.6,1000.4,9.5,0,16,0,250,0,26
17/12/2015,0,14.2,0,11.1,0,7.4,0,9.2,999.1,11.9,0,18,0,220,0,28
18/12/2015,0,14.8,0,10.7,0,7.7,0,5.6,997.5,10.6,0,15,0,170,0,26
19/12/2015,0,14.8,0,7.7,0,9.6,0,2.8,989.7,10.5,0,20,0,210,0,40
20/12/2015,0,9.4,0,5.2,0,2.7,0,7.5,994.5,9.8,0,17,0,200,0,31
21/12/2015,0,11,0,4.8,0,1.3,0,5.1,996.8,11,0,18,0,230,0,28
22/12/2015,0,13.9,0,5,0,3.5,0,18.4,993.2,13.1,0,22,0,220,0,37
23/12/2015,0,11.3,0,4.6,0,1.2,0,15.6,996.6,13.4,0,20,0,240,0,37
24/12/2015,0,7.6,0,2.4,0,1.4,0,11.7,997.6,10.2,0,23,0,210,0,43
25/12/2015,0,4.1,0,2.2,0,-0.4,0,22.8,1003.6,6.3,0,13,0,60,0,20
26/12/2015,0,5,0,1.6,0,3.2,0,1.9,1002.8,3,0,6,0,330,0,9
27/12/2015,0,13.4,0,1,0,-1.2,0,0.1,1003.7,7.8,0,17,0,150,0,28
28/12/2015,0,14.2,0,6.9,0,-0.5,0,20.5,994.7,11.1,0,24,0,150,0,38
29/12/2015,0,12.8,0,5.3,0,0.1,0,14.1,990.9,13.1,0,24,0,160,0,41
30/12/2015,0,10.1,0,3.4,0,2.1,0,10.7,985.3,8.2,0,25,0,300,0,35
31/12/2015,0,5.3,0,-0.6,0,-1.1,0,10.3,999.5,7.6,0,20,0,270,0,35
01/01/2016,0,9.1,0,0.7,0,-2.8,0,2.6,997.4,10.1,0,18,0,110,0,30
02/01/2016,0,8.3,0,4,0,0.5,0,2.1,991.5,7.4,0,14,0,310,0,19
03/01/2016,0,9.4,0,4.1,0,1.5,0,5.3,978.8,7.9,0,18,0,110,0,25
04/01/2016,0,8.2,0,5.4,0,2.4,0,2.2,971.1,4.1,0,7,0,0,0,11
05/01/2016,0,7.7,0,1.3,0,2.6,0,0.3,982.8,6.7,0,12,0,340,0,17
06/01/2016,0,8.2,0,-1.4,0,-3.2,0,9.4,980.3,6.2,0,17,0,290,0,26
07/01/2016,0,6.8,0,2.4,0,-0.1,0,13.3,979.1,7,0,17,0,300,0,24
08/01/2016,0,6.1,0,-0.1,0,-0.7,0,7.3,985.7,3.9,0,9,0,220,0,15
09/01/2016,0,5.9,0,0,0,-1.6,0,2.7,978.3,4.8,0,10,0,100,0,15
10/01/2016,0,6.3,0,-0.1,0,-1.1,0,7.9,973.6,4.7,0,15,0,220,0,24
11/01/2016,0,6.4,0,0.6,0,-1,0,0.3,982.8,7.6,0,16,0,330,0,26
12/01/2016,0,6.3,0,-1,0,-1,0,0.1,1001.8,9.8,0,17,0,300,0,30
13/01/2016,0,3.5,0,-0.7,0,-4.6,0,11,1005.1,5.4,0,12,0,190,0,18
14/01/2016,0,4.6,0,-1.6,0,-4.1,0,0.5,1010.1,6.3,0,14,0,310,0,21
15/01/2016,0,6.4,0,-3.3,0,-3.6,0,0.1,1022.5,4.6,0,12,0,290,0,20
16/01/2016,0,6.1,0,-3.7,0,-5.6,0,0.5,1023,3.1,0,7,0,240,0,11
17/01/2016,0,8.4,0,1.2,0,-0.9,0,2.9,1010.3,7.6,0,14,0,140,0,25
18/01/2016,0,7.9,0,5.6,0,3.8,0,2.4,1004.2,4.3,0,9,0,110,0,13
19/01/2016,0,9,0,5.3,0,4.4,0,0.8,1009.2,3.2,0,6,0,120,0,10
20/01/2016,0,7.3,0,0.8,0,-0.6,0,1,1006.8,9.3,0,16,0,110,0,23
21/01/2016,0,13.2,0,7.3,0,-0.1,0,3.9,998.1,11,0,18,0,150,0,27
22/01/2016,0,13.3,0,8.8,0,6.3,0,2.7,1002.7,13.4,0,22,0,220,0,37
23/01/2016,0,12.3,0,6.5,0,1,0,1.8,1010.9,8,0,14,0,180,0,24
24/01/2016,0,14.1,0,12.2,0,4.9,0,0.2,1005.9,10.5,0,15,0,190,0,26
25/01/2016,0,13.5,0,5.7,0,9.2,0,4.6,1002,11.3,0,16,0,180,0,31
26/01/2016,0,12.5,0,7.8,0,0.4,0,29.1,994.9,14.6,0,26,0,240,0,43
27/01/2016,0,12,0,3.5,0,3.8,0,4.5,997.8,9.5,0,19,0,270,0,30
28/01/2016,0,10.8,0,4.7,0,-0.4,0,9,1007.2,16,0,24,0,230,0,39
29/01/2016,0,11.2,0,4.2,0,4.1,0,4.2,1001.7,16.5,0,29,0,230,0,47
30/01/2016,0,4.9,0,0.8,0,-0.8,0,4.1,1002.7,9.4,0,21,0,280,0,40
31/01/2016,0,11.3,0,3.8,0,0,0,8.4,998.3,15.5,0,24,0,240,0,36
01/02/2016,0,11.7,0,4.2,0,6.4,0,3,1001.7,21.3,0,29,0,250,0,47
02/02/2016,0,7.3,0,1.6,0,1,0,2.3,1009.9,10.7,0,20,0,260,0,39
03/02/2016,0,9.9,0,2.9,0,-0.6,0,2.3,1018.4,9.2,0,14,0,270,0,24
04/02/2016,0,10.3,0,8.7,0,4,0,1.4,1016.5,10.5,0,15,0,230,0,23
05/02/2016,0,9.1,0,2.9,0,6.7,0,8.6,1002.5,8.8,0,18,0,190,0,28
06/02/2016,0,9.2,0,2.9,0,-0.1,0,4.3,980.9,12.6,0,22,0,230,0,38
07/02/2016,0,9.1,0,2.3,0,-0.1,0,11,972.8,13.7,0,24,0,230,0,43
08/02/2016,0,7.4,0,3,0,3.3,0,14,973,15.3,0,23,0,230,0,41
09/02/2016,0,6.1,0,1.9,0,-0.7,0,5.5,984.6,11.2,0,22,0,280,0,33
10/02/2016,0,9.2,0,-3,0,-3.5,0,0.3,994,2.6,0,8,0,250,0,11
11/02/2016,0,6.7,0,-0.6,0,-2.2,0,1,993.3,3.8,0,6,0,70,0,8
12/02/2016,0,5.2,0,-0.2,0,-2,0,2.6,984.7,6.1,0,9,0,80,0,14
13/02/2016,0,5.5,0,3,0,1.7,0,10.5,981.3,9.2,0,13,0,90,0,18
14/02/2016,0,7,0,-1.9,0,0.5,0,0.3,1001.6,7.2,0,11,0,50,0,18
15/02/2016,0,7.4,0,-4.4,0,-6.2,0,0,1023.8,4.3,0,10,0,180,0,18
16/02/2016,0,9.5,0,2.1,0,-3,0,26.7,1016.5,10.9,0,20,0,190,0,31
17/02/2016,0,7.6,0,0.6,0,0.1,0,3.7,1008.1,4.6,0,12,0,280,0,18
18/02/2016,0,8.1,0,-1.2,0,-3.4,0,0.8,1008.5,5.3,0,13,0,240,0,22
19/02/2016,0,9.3,0,3.5,0,-1.6,0,1.5,1004.2,10.8,0,17,0,240,0,26
20/02/2016,0,8.9,0,6,0,3.8,0,6.3,1001.4,9.9,0,16,0,250,0,26
21/02/2016,0,10.7,0,4.8,0,6.6,0,6.8,1001.9,14.3,0,22,0,240,0,37
22/02/2016,0,9,0,-0.9,0,-2.1,0,0,1007.9,5,0,13,0,280,0,19
23/02/2016,0,8.2,0,-2.5,0,-4,0,0.2,1014.7,4.3,0,9,0,50,0,13
24/02/2016,0,8.3,0,-5.1,0,-9.7,0,0.1,1016.1,3.4,0,11,0,320,0,18
25/02/2016,0,6.5,0,-4.4,0,-8.6,0,0,1009.3,3.6,0,8,0,190,0,13
26/02/2016,0,6.1,0,2.7,0,0,0,5.2,1000.9,4,0,10,0,150,0,17
27/02/2016,0,6.8,0,1.5,0,1.3,0,0,1008.9,4.4,0,8,0,50,0,12
28/02/2016,0,7.6,0,-2.7,0,-5.5,0,0,1018.7,4.1,0,8,0,100,0,11
29/02/2016,0,11,0,3.8,0,0,0,11.4,1012,10.7,0,20,0,230,0,31
01/03/2016,0,10.6,0,2.2,0,4.7,0,12.2,999.7,13.6,0,22,0,260,0,41
02/03/2016,0,9.2,0,1.5,0,-0.7,0,3.7,999.6,17,0,32,0,270,0,48
03/03/2016,0,7.9,0,1,0,0.4,0,2,999.2,7.4,0,20,0,300,0,31
04/03/2016,0,8.7,0,-1,0,-5.5,0,0.1,995.9,9.7,0,19,0,0,0,35
05/03/2016,0,7.8,0,-0.4,0,-1.4,0,1.4,1006.5,8.9,0,16,0,340,0,26
06/03/2016,0,5.3,0,-2.1,0,-6.4,0,9,1005.4,3,0,11,0,300,0,17
07/03/2016,0,8.7,0,2.8,0,1,0,0.8,1008.6,8.3,0,17,0,350,0,27
08/03/2016,0,8.5,0,3.7,0,-0.2,0,7.3,1002,7.3,0,14,0,290,0,21
09/03/2016,0,9.6,0,1.8,0,-0.6,0,0.2,1005.3,11.2,0,20,0,310,0,28
10/03/2016,0,10.8,0,3.5,0,-0.7,0,0,1016.6,3.4,0,7,0,190,0,12
11/03/2016,0,13.6,0,8.6,0,6.8,0,0.4,1018.2,6.8,0,12,0,200,0,17
12/03/2016,0,12.3,0,8.5,0,5.6,0,0,1021,6.6,0,12,0,190,0,18
13/03/2016,0,11.8,0,7.2,0,6.6,0,0,1026.7,4.4,0,10,0,160,0,15
14/03/2016,0,13.5,0,2.5,0,-0.9,0,0,1026.6,7.1,0,13,0,90,0,19
15/03/2016,0,13.6,0,0.7,0,-6.2,0,0,1026.6,6.4,0,11,0,90,0,16
16/03/2016,0,13.2,0,3.3,0,-1.9,0,0,1027.2,7.1,0,11,0,80,0,16
17/03/2016,0,9.2,0,0.1,0,-4.7,0,0,1026,5.1,0,11,0,110,0,17
18/03/2016,0,12.7,0,-2.4,0,-6.1,0,0,1024.3,4.9,0,12,0,50,0,16
19/03/2016,0,9.9,0,1.4,0,2.1,0,0,1024.9,5.9,0,12,0,70,0,16
20/03/2016,0,9.2,0,1,0,-4.2,0,0,1023.7,3,0,6,0,70,0,11
21/03/2016,0,8.9,0,3.4,0,-4.3,0,0,1019.6,3,0,8,0,230,0,11
22/03/2016,0,8,0,5.8,0,5.1,0,0,1014.3,3.1,0,6,0,170,0,10
23/03/2016,0,11.6,0,5.2,0,3.4,0,0.1,1008.9,6.8,0,15,0,240,0,21
24/03/2016,0,10.3,0,6.3,0,5.5,0,4.9,1003,8.1,0,14,0,300,0,21
25/03/2016,0,13.2,0,3.6,0,-2.5,0,5.7,999,11.1,0,21,0,200,0,36
26/03/2016,0,9.8,0,4.5,0,5.6,0,14.9,983.7,9.9,0,24,0,220,0,36
27/03/2016,0,9,0,-0.3,0,2.2,0,10.4,979.6,10.5,0,19,0,240,0,29
28/03/2016,0,10.5,0,-1.6,0,-6.3,0,1.2,984.7,6.3,0,14,0,230,0,20
29/03/2016,0,8.2,0,2.1,0,-0.9,0,3.5,992.2,7.3,0,15,0,210,0,24
30/03/2016,0,10.9,0,1,0,-2.5,0,1.5,1002.5,5.8,0,14,0,280,0,23
31/03/2016,0,10.5,0,-1.4,0,-6,0,0.1,1010.1,5.7,0,12,0,180,0,20
01/04/2016,0,10.4,0,4.3,0,0.1,0,8.3,1001.5,9.9,0,17,0,180,0,33
02/04/2016,0,10.3,0,3.1,0,-1.2,0,0.7,998.5,5.2,0,11,0,90,0,16
03/04/2016,0,13.5,0,6.7,0,6.1,0,4.2,993.7,2.7,0,6,0,140,0,10
04/04/2016,0,12.1,0,1.2,0,0.1,0,1.8,998,4.4,0,12,0,330,0,17
05/04/2016,0,11,0,-0.9,0,-3.9,0,1.7,1002.1,7.1,0,15,0,240,0,24
06/04/2016,0,9.4,0,3.5,0,1.4,0,6.3,1002.4,12,0,23,0,280,0,38
07/04/2016,0,11.4,0,3.3,0,0.4,0,3,1009.5,9.8,0,18,0,320,0,25
