,date,maxtp,mintp,rain,wdsp,hm,ddhm
2286,31/05/2016,21.1,5.6,0.0,5.7,12,320
2287,01/06/2016,22.7,4.3,0.0,4.2,7,70
2288,02/06/2016,22.4,9.1,0.0,5.4,10,340
2289,03/06/2016,22.0,7.4,0.0,4.4,7,120
2290,04/06/2016,23.1,8.0,0.0,3.0,7,110
2291,05/06/2016,23.4,13.1,0.0,5.2,12,150
2292,06/06/2016,22.3,10.3,1.3,3.6,10,130
2293,07/06/2016,22.7,14.5,0.0,3.8,7,320
2294,08/06/2016,23.5,11.2,0.0,4.9,10,80
2295,09/06/2016,22.2,14.1,0.0,4.1,7,140
2296,10/06/2016,19.3,14.1,3.2,2.9,7,260
2297,11/06/2016,20.3,11.4,3.7,3.8,10,200
2298,12/06/2016,19.0,12.6,2.8,6.4,13,220
2299,13/06/2016,18.5,11.8,7.6,6.3,14,300
2300,14/06/2016,18.0,12.2,9.0,8.2,15,310
2301,15/06/2016,17.1,10.0,1.2,9.9,16,330
2302,16/06/2016,16.5,10.4,0.0,10.7,17,340
2303,17/06/2016,15.8,9.6,0.0,8.1,12,300
2304,18/06/2016,16.2,9.4,4.0,4.9,9,260
2305,19/06/2016,17.1,13.2,26.1,9.7,18,220
2306,20/06/2016,16.5,11.0,1.3,8.4,13,230
2307,21/06/2016,17.2,11.7,3.9,7.9,12,200
2308,22/06/2016,16.5,10.6,1.3,6.9,11,260
2309,23/06/2016,16.9,11.2,1.1,7.3,13,240
2310,24/06/2016,17.3,11.1,6.5,8.8,17,300
2311,25/06/2016,16.2,11.8,0.2,8.1,12,300
2312,26/06/2016,16.4,12.4,2.6,7.1,12,290
2313,27/06/2016,16.2,9.5,1.4,7.2,13,250
2314,28/06/2016,17.1,10.5,8.9,5.9,14,280
2315,29/06/2016,16.7,10.5,11.3,7.1,16,290
2316,30/06/2016,15.8,10.4,3.7,6.6,12,270
2317,01/07/2016,14.8,8.7,4.2,7.9,17,280
2318,02/07/2016,16.5,10.3,1.2,7.9,16,270
2319,03/07/2016,16.8,7.4,0.0,5.1,12,240
2320,04/07/2016,17.1,7.7,6.1,7.3,16,330
2321,05/07/2016,16.6,10.9,0.0,4.3,9,230
2322,06/07/2016,17.8,12.3,3.6,6.4,15,200
2323,07/07/2016,18.7,12.3,1.1,6.6,13,230
2324,08/07/2016,17.8,13.0,2.1,8.1,13,250
2325,09/07/2016,19.5,15.0,15.0,10.2,19,230
2326,10/07/2016,15.4,13.8,10.1,9.3,14,220
2327,11/07/2016,16.3,11.6,0.8,8.5,18,310
2328,12/07/2016,16.2,10.0,4.1,5.7,11,300
2329,13/07/2016,16.6,9.0,0.2,7.2,15,310
2330,14/07/2016,16.6,10.7,5.2,5.1,10,190
2331,15/07/2016,21.3,13.0,8.4,9.0,16,240
2332,16/07/2016,17.4,13.1,0.0,6.7,12,220
2333,17/07/2016,18.0,13.1,0.0,6.3,10,230
2334,18/07/2016,24.1,12.3,0.0,3.5,7,220
2335,19/07/2016,28.4,12.2,0.2,5.8,11,110
2336,20/07/2016,18.2,13.9,1.0,7.8,12,230
2337,21/07/2016,20.8,13.8,7.7,6.2,16,200
2338,22/07/2016,17.4,12.7,0.1,4.1,10,330
2339,23/07/2016,18.4,12.8,1.2,5.2,12,230
2340,24/07/2016,18.0,12.7,2.3,6.0,14,250
2341,25/07/2016,15.3,12.3,1.9,5.7,10,240
2342,26/07/2016,17.5,12.9,4.3,6.1,12,230
2343,27/07/2016,17.7,11.5,0.2,4.3,8,240
2344,28/07/2016,18.0,13.4,3.6,8.0,12,240
2345,29/07/2016,18.4,12.2,0.4,6.2,11,330
2346,30/07/2016,16.7,8.7,0.0,4.6,10,230
2347,31/07/2016,16.8,8.2,0.1,4.1,11,250
2348,01/08/2016,16.7,12.4,1.4,6.3,13,110
2349,02/08/2016,18.2,14.7,6.7,8.1,14,240
2350,03/08/2016,17.0,13.6,4.5,13.2,21,230
2351,04/08/2016,20.6,13.5,0.3,6.9,12,310
2352,05/08/2016,18.0,11.5,0.4,4.8,9,220
2353,06/08/2016,21.3,12.7,0.3,9.4,21,220
2354,07/08/2016,16.2,12.4,3.4,12.6,19,230
2355,08/08/2016,17.9,9.0,0.0,8.6,17,310
2356,09/08/2016,17.0,9.2,0.0,7.2,14,310
2357,10/08/2016,18.7,12.5,0.2,7.2,13,260
2358,11/08/2016,15.9,12.4,1.2,9.3,13,250
2359,12/08/2016,18.8,13.4,7.5,12.3,20,230
2360,13/08/2016,17.1,11.8,0.1,5.7,10,240
2361,14/08/2016,16.2,12.9,0.0,3.6,7,200
2362,15/08/2016,23.0,10.6,0.0,6.4,11,170
2363,16/08/2016,25.5,12.5,0.5,7.4,13,120
2364,17/08/2016,20.1,14.5,11.4,5.9,11,100
2365,18/08/2016,19.0,14.2,0.3,5.2,10,110
2366,19/08/2016,20.0,13.4,6.4,11.9,17,120
2367,20/08/2016,18.2,14.0,13.8,11.3,22,210
2368,21/08/2016,17.6,13.0,14.3,9.2,16,210
2369,22/08/2016,19.0,13.1,6.1,6.6,13,230
2370,23/08/2016,17.7,9.6,6.5,3.2,8,260
2371,24/08/2016,18.8,8.1,0.2,4.4,9,230
2372,25/08/2016,19.8,8.0,2.5,4.1,9,260
2373,26/08/2016,17.8,10.3,0.5,6.5,14,220
2374,27/08/2016,19.5,11.1,1.0,5.5,10,100
2375,28/08/2016,20.8,9.0,0.0,4.9,10,310
2376,29/08/2016,17.9,8.4,0.2,5.9,11,220
2377,30/08/2016,20.9,11.4,4.1,7.5,14,190
2378,31/08/2016,17.7,10.6,2.5,6.4,13,290
2379,01/09/2016,16.7,10.2,6.5,7.4,14,230
2380,02/09/2016,18.0,12.6,5.5,8.3,14,230
2381,03/09/2016,19.0,12.8,7.0,6.5,15,220
2382,04/09/2016,18.1,12.5,11.0,5.7,12,170
2383,05/09/2016,20.9,14.0,4.0,7.0,12,230
2384,06/09/2016,21.6,17.0,10.4,4.2,9,200
2385,07/09/2016,19.4,15.0,0.3,7.2,13,110
2386,08/09/2016,16.5,12.5,3.4,8.6,15,230
2387,09/09/2016,17.8,11.8,7.1,10.1,21,230
2388,10/09/2016,16.5,10.1,1.6,6.8,14,230
2389,11/09/2016,18.0,9.9,4.5,11.4,18,170
2390,12/09/2016,18.5,10.8,7.2,5.9,15,180
2391,13/09/2016,18.4,6.4,0.0,3.3,8,0
2392,14/09/2016,17.3,7.8,1.7,5.4,9,320
2393,15/09/2016,17.4,9.3,0.7,4.4,10,220
2394,16/09/2016,16.8,9.6,0.4,6.3,14,290
2395,17/09/2016,16.0,9.8,0.0,4.7,11,230
2396,18/09/2016,17.8,6.9,4.2,5.9,11,290
2397,19/09/2016,15.2,6.9,0.1,3.0,6,250
2398,20/09/2016,16.7,10.4,0.0,5.7,9,160
2399,21/09/2016,14.8,5.0,3.7,6.7,13,160
2400,22/09/2016,15.0,5.3,2.9,7.1,15,230
2401,23/09/2016,16.3,7.8,0.1,9.5,16,200
2402,24/09/2016,17.1,10.0,10.9,9.9,19,180
2403,25/09/2016,14.2,9.1,13.0,8.1,16,230
2404,26/09/2016,16.5,9.2,0.7,4.2,9,110
2405,27/09/2016,16.5,12.5,1.0,10.2,15,250
2406,28/09/2016,18.8,13.3,11.2,12.2,22,220
2407,29/09/2016,15.6,8.6,8.2,10.1,16,230
2408,30/09/2016,13.3,7.9,10.7,4.4,12,200
2409,01/10/2016,14.3,3.8,2.6,5.2,12,330
2410,02/10/2016,15.8,2.2,0.2,6.9,14,150
2411,03/10/2016,16.4,11.8,5.0,12.6,18,160
2412,04/10/2016,15.6,10.6,0.2,7.2,12,110
2413,05/10/2016,17.2,9.1,0.2,7.6,13,130
2414,06/10/2016,14.9,4.0,0.1,6.8,14,110
2415,07/10/2016,15.3,6.7,0.0,6.5,12,150
2416,08/10/2016,15.9,7.6,0.2,4.4,7,90
2417,09/10/2016,15.5,9.0,0.0,2.8,5,110
2418,10/10/2016,13.8,5.5,0.2,4.6,8,100
2419,11/10/2016,12.8,4.8,0.0,6.6,13,90
2420,12/10/2016,14.8,5.5,0.2,6.4,12,100
2421,13/10/2016,14.5,3.4,0.1,5.2,11,80
2422,14/10/2016,11.9,3.1,2.2,7.5,13,100
2423,15/10/2016,13.8,7.4,5.7,5.8,9,80
2424,16/10/2016,12.6,8.0,23.5,8.0,14,200
2425,17/10/2016,14.1,8.4,4.0,7.8,13,280
2426,18/10/2016,13.0,5.8,0.2,6.5,13,290
2427,19/10/2016,12.3,6.0,0.0,3.2,7,310
2428,20/10/2016,12.9,6.2,0.0,1.8,5,130
2429,21/10/2016,11.5,5.3,1.3,2.6,5,170
2430,22/10/2016,14.0,4.6,0.0,6.2,11,110
2431,23/10/2016,12.1,5.1,0.2,9.0,16,70
2432,24/10/2016,12.0,4.0,0.1,6.3,12,60
2433,25/10/2016,12.1,-0.6,0.9,3.6,8,210
2434,26/10/2016,13.9,9.3,3.1,6.9,12,250
2435,27/10/2016,14.0,11.8,2.6,11.5,16,220
2436,28/10/2016,14.0,11.7,5.3,6.4,13,240
2437,29/10/2016,13.8,9.9,0.0,5.0,10,190
2438,30/10/2016,15.3,6.1,0.2,3.1,9,200
2439,31/10/2016,12.1,9.4,0.1,4.3,10,20
2440,01/11/2016,11.8,3.0,0.0,6.7,11,20
2441,02/11/2016,10.7,5.9,0.0,2.0,5,290
2442,03/11/2016,11.3,5.8,2.6,5.5,13,210
2443,04/11/2016,10.2,2.9,0.6,5.8,12,290
2444,05/11/2016,9.9,2.7,1.3,7.5,13,0
2445,06/11/2016,9.0,0.1,1.0,8.0,15,330
2446,07/11/2016,9.5,-2.1,0.0,3.6,7,310
2447,08/11/2016,9.9,1.9,6.1,6.1,17,310
2448,09/11/2016,11.0,5.1,2.0,6.6,14,270
2449,10/11/2016,11.5,0.4,0.2,5.5,17,300
2450,11/11/2016,12.6,0.6,15.2,7.7,16,170
2451,12/11/2016,12.0,3.6,0.4,4.4,12,250
2452,13/11/2016,12.6,4.8,0.3,6.5,12,210
2453,14/11/2016,13.7,11.9,1.5,9.9,16,230
2454,15/11/2016,13.1,7.2,1.7,6.9,15,230
2455,16/11/2016,12.0,5.9,4.6,10.8,20,220
2456,17/11/2016,7.0,1.3,16.1,7.4,16,280
2457,18/11/2016,5.5,-0.3,3.7,6.2,16,260
2458,19/11/2016,4.3,-1.7,0.0,4.0,9,250
2459,20/11/2016,3.2,-2.9,0.0,2.2,6,330
2460,21/11/2016,5.1,-1.4,0.0,7.4,12,350
2461,22/11/2016,8.4,0.1,0.0,8.5,15,320
2462,23/11/2016,6.9,-4.7,0.0,3.0,7,320
2463,24/11/2016,7.1,-0.3,0.0,4.9,8,30
2464,25/11/2016,6.4,-2.3,0.0,5.0,8,40
2465,26/11/2016,4.4,-0.2,0.0,5.7,9,50
2466,27/11/2016,10.4,3.6,0.0,4.5,10,100
2467,28/11/2016,6.7,5.1,0.0,4.3,7,100
2468,29/11/2016,8.2,3.5,0.0,2.5,7,60
2469,30/11/2016,8.7,-1.4,0.0,2.2,6,200
2470,01/12/2016,7.0,-4.4,0.0,3.2,7,60
2471,02/12/2016,5.1,-1.3,0.0,4.6,8,40
2472,03/12/2016,6.9,4.0,0.0,5.9,10,70
2473,04/12/2016,5.6,1.8,0.0,4.9,9,80
2474,05/12/2016,8.2,1.8,0.0,6.4,10,100
2475,06/12/2016,14.0,8.2,0.8,8.9,13,140
2476,07/12/2016,14.5,9.4,1.5,10.4,16,180
2477,08/12/2016,13.6,8.3,0.2,5.6,17,140
2478,09/12/2016,14.1,8.8,0.4,9.7,16,200
2479,10/12/2016,10.5,5.5,0.9,5.7,12,240
2480,11/12/2016,9.0,1.7,0.1,3.8,7,180
2481,12/12/2016,9.7,4.1,6.0,4.2,8,140
2482,13/12/2016,13.3,8.9,0.3,8.3,16,130
2483,14/12/2016,12.7,-0.5,5.9,3.9,13,170
2484,15/12/2016,9.5,-1.1,6.3,7.1,14,140
2485,16/12/2016,10.3,-1.3,1.6,3.3,10,60
2486,17/12/2016,7.0,0.6,0.0,4.5,9,180
2487,18/12/2016,8.9,4.4,0.0,4.7,9,180
2488,19/12/2016,9.6,-1.5,0.3,3.7,11,300
2489,20/12/2016,7.3,-1.0,7.6,5.9,13,180
2490,21/12/2016,7.8,3.0,6.1,8.8,16,260
2491,22/12/2016,8.9,5.0,4.2,8.7,16,240
2492,23/12/2016,10.6,5.5,17.5,13.6,19,240
2493,24/12/2016,11.8,5.8,4.4,15.2,22,220
2494,25/12/2016,12.6,5.6,2.4,14.9,22,210
2495,26/12/2016,8.5,3.4,0.1,6.9,14,260
2496,27/12/2016,8.9,2.3,0.0,5.3,11,170
2497,28/12/2016,9.5,4.5,0.0,4.8,10,200
2498,29/12/2016,10.5,5.4,0.0,6.8,10,180
2499,30/12/2016,12.1,9.4,0.0,10.4,15,220
2500,31/12/2016,10.9,5.2,11.9,10.6,16,210
2501,01/01/2017,6.0,0.7,0.2,8.6,13,0
2502,02/01/2017,5.3,-2.8,0.0,3.7,8,0
2503,03/01/2017,6.3,0.4,0.0,3.2,8,280
2504,04/01/2017,8.2,2.7,0.0,2.5,5,240
2505,05/01/2017,9.3,4.7,0.7,6.4,11,170
2506,06/01/2017,11.4,8.9,17.4,6.2,10,170
2507,07/01/2017,10.2,8.8,1.5,3.4,7,220
2508,08/01/2017,10.7,8.8,1.1,5.8,10,190
2509,09/01/2017,9.8,5.3,5.4,10.7,20,280
2510,10/01/2017,11.2,6.1,0.9,10.6,15,270
2511,11/01/2017,10.7,4.7,0.6,12.1,20,280
2512,12/01/2017,4.9,1.0,2.1,9.0,21,310
2513,13/01/2017,5.6,0.4,1.6,7.5,19,300
2514,14/01/2017,9.6,1.3,0.3,6.0,15,270
2515,15/01/2017,10.7,7.1,0.0,6.3,12,240
2516,16/01/2017,9.9,7.7,0.6,4.6,8,240
2517,17/01/2017,9.9,8.0,0.4,3.3,7,190
2518,18/01/2017,10.6,7.2,0.0,4.5,10,180
2519,19/01/2017,9.4,1.1,0.1,4.0,8,180
2520,20/01/2017,8.6,-0.9,0.0,4.3,8,100
2521,21/01/2017,5.1,-2.5,0.0,5.1,8,80
2522,22/01/2017,7.0,-2.2,0.0,3.4,6,80
2523,23/01/2017,9.6,-0.4,1.4,5.6,12,180
2524,24/01/2017,12.4,8.1,0.8,8.9,15,180
2525,25/01/2017,11.7,8.8,0.0,14.9,23,140
2526,26/01/2017,8.8,5.6,0.4,16.2,24,140
2527,27/01/2017,8.6,4.2,3.8,6.7,14,110
2528,28/01/2017,5.9,-1.1,1.9,4.0,10,210
2529,29/01/2017,8.1,0.2,2.6,4.5,8,80
2530,30/01/2017,12.4,4.0,3.3,9.0,17,140
2531,31/01/2017,11.1,0.3,0.3,3.5,9,210
2532,01/02/2017,10.2,0.8,1.0,9.4,16,120
2533,02/02/2017,12.4,7.3,2.8,11.6,20,200
2534,03/02/2017,7.7,1.2,4.8,7.2,19,210
2535,04/02/2017,5.0,-1.4,3.3,4.7,10,200
2536,05/02/2017,8.0,-2.3,0.0,3.7,14,260
2537,06/02/2017,12.2,-0.3,6.9,10.0,20,210
2538,07/02/2017,8.1,-1.8,1.8,4.1,10,300
2539,08/02/2017,8.4,-2.7,0.0,5.4,10,130
2540,09/02/2017,8.0,1.6,0.0,11.8,18,90
2541,10/02/2017,4.5,1.5,0.0,5.7,10,100
2542,11/02/2017,6.2,-1.5,0.0,7.9,14,0
2543,12/02/2017,5.1,2.2,0.0,12.0,18,50
2544,13/02/2017,10.1,3.2,0.0,15.3,20,70
2545,14/02/2017,10.8,5.7,0.4,9.0,15,70
2546,15/02/2017,11.3,5.4,2.1,9.2,15,210
2547,16/02/2017,10.5,4.8,1.6,6.8,13,190
2548,17/02/2017,12.4,5.3,0.0,7.1,12,180
2549,18/02/2017,11.7,8.2,0.1,6.7,13,240
2550,19/02/2017,10.6,8.0,0.4,8.5,14,230
2551,20/02/2017,11.4,8.5,1.6,9.5,16,230
2552,21/02/2017,10.9,7.9,8.7,13.9,23,220
2553,22/02/2017,10.6,7.9,15.4,8.9,20,200
2554,23/02/2017,10.5,2.1,2.8,15.8,32,240
2555,24/02/2017,8.8,0.1,0.2,6.9,13,200
2556,25/02/2017,12.3,6.3,2.9,11.1,18,190
2557,26/02/2017,9.4,2.5,21.8,11.2,20,240
2558,27/02/2017,6.5,-2.0,4.6,5.8,12,220
2559,28/02/2017,9.3,-1.3,4.3,9.1,20,270
2560,01/03/2017,8.6,1.5,7.6,8.1,20,250
2561,02/03/2017,6.3,3.5,6.1,7.0,21,250
2562,03/03/2017,6.6,4.4,24.5,8.3,15,20
2563,04/03/2017,8.0,2.7,1.4,10.8,18,310
2564,05/03/2017,9.4,1.8,6.8,7.1,15,260
2565,06/03/2017,7.5,0.1,9.6,6.1,18,310
2566,07/03/2017,11.3,-0.3,16.6,7.3,19,260
2567,08/03/2017,12.2,7.8,0.1,8.9,14,240
2568,09/03/2017,12.1,1.9,1.1,4.8,11,240
2569,10/03/2017,12.8,9.6,0.1,7.6,12,180
2570,11/03/2017,13.3,7.3,3.1,4.5,9,240
2571,12/03/2017,11.7,5.9,1.3,7.9,14,270
2572,13/03/2017,12.9,7.7,0.8,9.5,15,210
2573,14/03/2017,12.9,7.3,0.8,9.7,17,240
2574,15/03/2017,12.6,6.6,0.8,6.1,14,230
2575,16/03/2017,10.4,3.8,1.6,9.9,18,280
2576,17/03/2017,10.3,5.8,15.0,15.0,21,220
2577,18/03/2017,10.8,9.9,5.2,14.1,22,210
2578,19/03/2017,12.6,8.6,3.7,13.1,22,220
2579,20/03/2017,10.4,1.4,4.3,11.9,19,250
2580,21/03/2017,5.5,0.3,7.7,6.2,18,260
2581,22/03/2017,9.6,0.7,1.4,11.6,17,340
2582,23/03/2017,10.1,2.8,0.0,9.0,14,0
2583,24/03/2017,13.7,1.4,0.0,6.3,11,50
2584,25/03/2017,16.6,-0.5,0.0,5.2,8,40
2585,26/03/2017,16.6,-0.2,0.0,7.6,14,70
2586,27/03/2017,16.7,3.3,0.0,7.0,11,110
2587,28/03/2017,14.6,4.6,1.8,7.3,13,160
2588,29/03/2017,14.6,9.2,13.4,6.8,14,180
2589,30/03/2017,16.2,9.9,2.9,7.7,14,170
2590,31/03/2017,13.8,5.3,4.9,5.1,12,180
2591,01/04/2017,12.5,3.0,0.3,7.8,18,310
2592,02/04/2017,14.4,1.1,0.0,6.8,14,180
2593,03/04/2017,14.0,8.1,3.2,11.5,16,210
2594,04/04/2017,11.6,6.5,0.0,6.3,12,290
2595,05/04/2017,11.4,7.7,0.0,4.3,9,300
2596,06/04/2017,10.4,7.0,0.0,3.6,8,210
2597,07/04/2017,13.4,3.2,0.0,3.6,8,220
2598,08/04/2017,17.6,0.9,0.0,4.7,10,140
2599,09/04/2017,11.9,4.6,0.0,6.2,13,300
2600,10/04/2017,12.6,4.2,0.0,6.6,11,310
2601,11/04/2017,10.2,7.1,0.0,8.9,14,230
2602,12/04/2017,13.7,7.7,0.5,9.3,16,280
2603,13/04/2017,11.9,7.0,0.6,6.8,13,230
2604,14/04/2017,11.3,5.7,1.4,6.8,11,230
2605,15/04/2017,11.7,4.3,0.1,6.6,15,270
2606,16/04/2017,12.2,6.4,2.6,7.9,15,270
2607,17/04/2017,12.2,4.2,0.0,4.4,9,320
2608,18/04/2017,14.6,4.3,0.0,3.3,9,230
2609,19/04/2017,14.3,9.0,0.0,4.4,9,230
2610,20/04/2017,12.8,5.8,0.0,4.1,8,290
2611,21/04/2017,15.0,4.2,0.0,4.4,10,330
2612,22/04/2017,12.9,7.7,0.0,3.7,7,210
2613,23/04/2017,14.6,8.0,0.0,3.4,8,240
2614,24/04/2017,12.4,0.5,0.5,8.1,15,340
2615,25/04/2017,10.2,0.2,0.3,9.6,17,330
2616,26/04/2017,10.7,0.3,3.0,6.1,12,300
2617,27/04/2017,11.4,2.5,0.3,6.8,15,310
2618,28/04/2017,12.6,4.7,0.2,4.8,11,240
2619,29/04/2017,12.8,6.2,0.3,10.7,19,130
2620,30/04/2017,14.6,8.0,0.2,11.7,19,110
2621,01/05/2017,15.9,2.0,0.0,3.4,9,220
2622,02/05/2017,19.4,4.7,0.0,7.1,11,50
2623,03/05/2017,16.6,5.5,0.0,9.1,16,80
2624,04/05/2017,16.9,5.4,0.0,10.7,18,70
2625,05/05/2017,16.2,6.4,0.0,13.6,20,80
2626,06/05/2017,13.0,5.8,0.0,9.0,18,50
2627,07/05/2017,19.6,5.5,0.0,3.7,10,240
2628,08/05/2017,19.7,4.9,0.0,6.7,11,80
2629,09/05/2017,18.8,3.1,0.0,5.0,8,70
2630,10/05/2017,17.6,3.2,0.0,3.2,7,240
2631,11/05/2017,20.0,3.9,0.0,4.0,9,130
2632,12/05/2017,17.3,10.1,6.9,3.9,10,300
2633,13/05/2017,14.4,7.5,11.2,5.8,11,150
2634,14/05/2017,15.1,6.7,5.6,8.0,15,130
2635,15/05/2017,18.1,10.2,10.4,11.1,15,120
2636,16/05/2017,15.2,7.2,1.1,10.3,16,200
2637,17/05/2017,14.5,6.6,2.0,7.5,13,230
2638,18/05/2017,13.9,4.3,3.6,5.5,12,230
2639,19/05/2017,14.1,3.4,2.1,5.0,13,220
2640,20/05/2017,14.2,6.8,0.0,6.6,13,230
2641,21/05/2017,16.1,9.4,0.8,9.8,15,130
2642,22/05/2017,15.8,11.4,0.9,8.5,14,240
2643,23/05/2017,16.7,10.8,0.0,5.8,12,230
2644,24/05/2017,19.6,10.7,0.0,4.0,7,250
2645,25/05/2017,25.0,9.6,0.0,4.7,10,190
2646,26/05/2017,22.0,13.5,1.8,6.6,11,90
2647,27/05/2017,17.1,7.6,13.6,7.7,14,290
2648,28/05/2017,18.3,6.9,0.4,3.4,7,50
2649,29/05/2017,18.6,10.3,0.2,4.6,9,230
2650,30/05/2017,17.1,8.4,0.8,6.4,13,310
2651,31/05/2017,21.0,6.8,0.0,6.4,12,170
2652,01/06/2017,14.7,10.0,4.4,7.0,11,180
2653,02/06/2017,16.0,7.6,0.8,6.2,12,250
2654,03/06/2017,15.1,8.1,3.0,8.3,15,240
2655,04/06/2017,14.5,8.2,13.9,7.8,12,230
2656,05/06/2017,15.1,8.9,3.4,8.0,15,310
2657,06/06/2017,16.1,7.0,0.4,10.9,17,290
2658,07/06/2017,14.9,6.6,6.1,6.0,13,90
2659,08/06/2017,15.8,9.6,10.5,6.3,16,220
2660,09/06/2017,16.4,8.2,13.9,6.4,11,130
2661,10/06/2017,18.6,12.4,5.0,11.0,18,200
2662,11/06/2017,14.2,11.7,4.8,13.2,20,220
2663,12/06/2017,15.6,11.2,0.4,9.2,14,230
2664,13/06/2017,17.5,12.3,1.4,6.6,13,190
2665,14/06/2017,18.3,12.0,2.3,8.8,13,190
2666,15/06/2017,15.1,12.0,0.5,11.6,19,230
2667,16/06/2017,17.6,12.9,0.8,8.6,14,230
2668,17/06/2017,19.3,12.7,0.0,7.7,13,260
2669,18/06/2017,21.7,12.8,0.0,4.0,7,190
2670,19/06/2017,22.8,10.5,0.0,4.9,12,340
2671,20/06/2017,24.2,13.4,0.0,6.9,10,70
2672,21/06/2017,19.1,14.0,1.1,6.2,10,230
2673,22/06/2017,15.2,10.9,1.2,8.7,15,210
2674,23/06/2017,16.2,12.4,4.4,10.3,19,210
2675,24/06/2017,16.2,11.7,3.4,8.1,13,280
2676,25/06/2017,16.4,8.7,3.4,6.0,12,270
2677,26/06/2017,14.3,7.3,24.9,5.2,10,90
2678,27/06/2017,19.1,12.6,6.7,5.3,10,260
2679,28/06/2017,18.2,9.4,2.8,3.9,10,70
2680,29/06/2017,15.6,10.6,0.0,11.9,18,320
2681,30/06/2017,17.7,8.0,0.0,12.5,20,310
2682,01/07/2017,18.3,6.9,0.0,7.8,14,300
2683,02/07/2017,15.6,5.9,1.5,5.9,11,230
2684,03/07/2017,17.0,12.1,2.9,4.2,8,240
2685,04/07/2017,17.3,11.1,4.9,8.4,13,200
2686,05/07/2017,18.8,9.8,0.0,3.4,8,170
2687,06/07/2017,19.2,13.9,0.3,5.9,11,240
2688,07/07/2017,17.5,12.0,0.4,6.2,11,220
2689,08/07/2017,21.0,9.6,0.0,4.9,9,230
2690,09/07/2017,15.5,11.1,0.9,6.9,12,220
2691,10/07/2017,16.4,11.3,3.2,3.4,9,320
2692,11/07/2017,18.2,11.3,0.1,4.8,11,10
2693,12/07/2017,20.3,6.6,0.0,3.7,8,250
2694,13/07/2017,17.5,10.2,0.6,6.6,12,250
2695,14/07/2017,18.0,11.7,4.3,8.2,15,210
2696,15/07/2017,19.2,14.2,4.5,9.3,17,220
2697,16/07/2017,18.2,10.1,0.1,5.5,11,220
2698,17/07/2017,23.9,7.8,0.0,3.3,9,80
2699,18/07/2017,23.3,11.3,0.4,6.7,11,110
2700,19/07/2017,18.5,8.4,12.0,6.3,13,280
2701,20/07/2017,16.2,8.4,9.7,6.3,15,230
2702,21/07/2017,15.7,9.5,40.3,8.6,20,310
2703,22/07/2017,20.4,10.5,0.0,5.7,11,320
2704,23/07/2017,21.9,8.0,0.0,5.4,11,320
2705,24/07/2017,22.0,10.6,0.0,5.7,10,320
2706,25/07/2017,21.9,9.5,7.2,3.6,9,200
2707,26/07/2017,16.9,10.5,10.8,10.8,16,230
2708,27/07/2017,16.4,11.5,6.6,11.5,18,210
2709,28/07/2017,16.4,12.4,1.9,12.5,19,210
2710,29/07/2017,16.8,12.0,5.0,8.9,14,240
2711,30/07/2017,16.4,11.9,11.9,8.9,14,240
2712,31/07/2017,17.1,11.4,7.3,7.2,14,220
2713,01/08/2017,17.5,10.9,0.3,6.2,12,230
2714,02/08/2017,18.9,12.6,7.4,8.3,14,210
2715,03/08/2017,17.6,11.7,9.5,7.1,13,230
2716,04/08/2017,18.2,8.7,1.2,4.1,10,330
2717,05/08/2017,16.7,8.6,5.3,5.2,12,240
2718,06/08/2017,16.7,11.0,9.1,8.7,14,210
2719,07/08/2017,17.1,10.8,1.4,4.9,13,280
2720,08/08/2017,17.6,8.6,1.3,5.6,12,350
2721,09/08/2017,18.8,7.4,0.1,7.8,16,320
2722,10/08/2017,16.5,6.1,0.2,6.4,12,240
2723,11/08/2017,18.4,12.9,5.6,9.3,15,210
2724,12/08/2017,18.9,7.4,0.9,6.6,12,300
2725,13/08/2017,17.5,5.4,5.1,4.0,8,150
2726,14/08/2017,18.0,11.6,1.5,6.8,12,210
2727,15/08/2017,17.5,10.4,1.3,5.6,13,260
2728,16/08/2017,18.9,12.1,2.3,9.7,18,210
2729,17/08/2017,18.3,11.9,0.9,9.3,17,210
2730,18/08/2017,16.1,10.2,9.6,8.3,19,270
2731,19/08/2017,15.6,8.0,0.9,7.3,15,260
2732,20/08/2017,17.0,7.0,4.3,5.4,11,90
2733,21/08/2017,21.1,16.1,15.4,3.6,8,180
2734,22/08/2017,18.2,11.7,1.5,4.6,10,140
2735,23/08/2017,17.2,11.8,2.5,7.5,14,240
2736,24/08/2017,15.2,12.4,5.7,8.5,16,210
2737,25/08/2017,18.5,10.4,1.1,6.4,11,240
2738,26/08/2017,18.9,7.8,0.1,2.4,6,250
2739,27/08/2017,18.5,13.3,2.5,5.3,10,210
2740,28/08/2017,17.9,12.2,5.0,7.1,13,210
2741,29/08/2017,15.4,8.1,0.0,4.8,12,220
2742,30/08/2017,16.8,8.2,1.1,5.1,11,240
2743,31/08/2017,17.6,5.9,0.0,3.5,8,40
2744,01/09/2017,18.1,4.3,0.1,2.9,9,220
2745,02/09/2017,15.8,4.3,17.7,6.3,13,130
2746,03/09/2017,20.7,13.5,0.9,4.5,8,210
2747,04/09/2017,17.3,13.4,2.1,6.6,11,230
2748,05/09/2017,16.4,12.3,4.2,8.1,15,240
2749,06/09/2017,16.2,11.9,0.3,7.6,12,230
