,date,maxtp,mintp,rain,wdsp,hm,ddhm
3213,14/12/2018,10.1,6.4,1.3,9.9,17,140
3214,15/12/2018,14.1,5.8,8.2,11.2,22,300
3215,16/12/2018,7.3,3.6,4.7,5.6,11,220
3216,17/12/2018,13.0,3.7,2.6,11.4,20,180
3217,18/12/2018,13.0,4.8,7.2,10.2,21,170
3218,19/12/2018,8.0,4.7,11.8,9.5,13,200
3219,20/12/2018,8.6,6.1,4.1,7.7,14,230
3220,21/12/2018,10.3,5.3,3.6,6.1,16,230
3221,22/12/2018,10.4,5.1,6.7,5.8,11,260
3222,23/12/2018,7.5,5.8,9.0,6.2,12,60
3223,24/12/2018,9.7,5.8,1.6,5.5,9,100
3224,25/12/2018,12.4,9.2,0.0,6.1,10,160
3225,26/12/2018,11.8,7.0,0.0,5.1,10,210
3226,27/12/2018,10.4,8.0,0.1,3.4,7,200
3227,28/12/2018,11.7,8.9,1.7,6.5,13,220
3228,29/12/2018,11.6,10.3,10.3,8.3,17,220
3229,30/12/2018,11.1,8.2,0.4,5.4,11,230
3230,31/12/2018,10.6,9.0,0.0,6.4,11,230
3231,01/01/2019,11.3,6.9,0.2,3.1,8,80
3232,02/01/2019,9.0,5.6,0.7,4.5,8,100
3233,03/01/2019,9.1,5.3,0.0,4.5,8,140
3234,04/01/2019,7.2,5.6,0.0,5.8,10,160
3235,05/01/2019,8.8,-0.6,0.0,4.3,8,190
3236,06/01/2019,10.4,7.4,1.5,5.2,8,210
3237,07/01/2019,11.1,2.9,1.9,9.4,18,240
3238,08/01/2019,9.8,3.7,0.1,2.5,6,270
3239,09/01/2019,10.4,7.6,2.3,2.2,6,10
3240,10/01/2019,10.9,7.4,1.0,2.2,5,330
3241,11/01/2019,9.9,6.9,1.0,5.7,12,240
3242,12/01/2019,10.7,7.3,0.5,9.5,15,260
3243,13/01/2019,11.4,7.9,0.1,11.4,18,310
3244,14/01/2019,9.2,5.8,0.9,5.5,10,230
3245,15/01/2019,10.0,7.4,2.8,8.4,17,200
3246,16/01/2019,7.7,2.2,8.2,7.0,17,310
3247,17/01/2019,5.3,-1.0,0.3,4.8,12,340
3248,18/01/2019,8.4,2.0,8.3,5.5,10,130
3249,19/01/2019,6.7,1.8,1.0,2.0,5,200
3250,20/01/2019,7.7,-2.5,2.9,6.4,16,320
3251,21/01/2019,5.5,-2.4,7.3,7.6,17,270
3252,22/01/2019,5.1,0.6,2.0,4.4,9,290
3253,23/01/2019,6.7,2.3,1.9,3.9,9,310
3254,24/01/2019,12.0,6.4,0.5,5.9,15,300
3255,25/01/2019,10.9,8.1,1.1,8.0,13,230
3256,26/01/2019,9.7,4.3,11.1,13.5,27,320
3257,27/01/2019,6.3,1.6,0.5,9.2,25,320
3258,28/01/2019,7.0,1.4,10.6,4.2,8,10
3259,29/01/2019,4.7,-0.1,6.0,5.7,16,330
3260,30/01/2019,5.9,-2.1,0.1,3.6,10,280
3261,31/01/2019,3.2,-1.7,9.3,13.0,21,100
3262,01/02/2019,4.3,-2.5,0.1,7.3,12,60
3263,02/02/2019,7.0,-5.1,0.0,4.0,8,250
3264,03/02/2019,8.2,0.8,1.5,8.9,15,200
3265,04/02/2019,10.9,0.2,0.2,4.8,11,200
3266,05/02/2019,12.3,1.7,7.9,8.6,18,220
3267,06/02/2019,9.6,0.3,13.8,8.3,17,310
3268,07/02/2019,8.6,1.7,5.9,7.9,15,230
3269,08/02/2019,11.0,5.3,8.9,18.3,27,220
3270,09/02/2019,8.4,2.2,8.4,9.4,22,250
3271,10/02/2019,8.1,0.5,1.5,8.3,19,270
3272,11/02/2019,9.7,0.1,0.0,4.6,10,300
3273,12/02/2019,12.3,8.8,2.3,8.3,13,170
3274,13/02/2019,11.7,9.4,0.0,9.8,15,200
3275,14/02/2019,12.0,5.0,0.0,8.8,14,150
3276,15/02/2019,12.8,2.5,0.2,9.6,16,180
3277,16/02/2019,11.5,6.0,0.1,9.6,15,220
3278,17/02/2019,11.1,5.8,3.4,11.4,19,190
3279,18/02/2019,10.4,4.4,6.0,9.0,16,250
3280,19/02/2019,11.0,3.6,9.1,8.6,14,190
3281,20/02/2019,14.3,10.2,4.0,8.9,14,180
3282,21/02/2019,13.7,11.5,0.0,12.7,19,180
3283,22/02/2019,14.2,12.2,0.0,13.5,20,160
3284,23/02/2019,14.1,3.6,0.0,8.7,17,230
3285,24/02/2019,13.4,3.2,0.2,8.1,19,150
3286,25/02/2019,15.4,7.1,0.0,7.2,15,160
3287,26/02/2019,17.0,3.8,0.0,5.0,8,100
3288,27/02/2019,13.4,1.4,0.0,4.2,10,90
3289,28/02/2019,13.1,3.9,0.0,4.0,9,240
3290,01/03/2019,10.5,2.2,9.2,4.2,9,160
3291,02/03/2019,10.8,4.0,8.7,13.1,25,240
3292,03/03/2019,8.2,0.3,13.6,5.9,19,240
3293,04/03/2019,8.3,0.2,16.1,7.3,16,220
3294,05/03/2019,9.7,4.0,16.3,11.4,19,220
3295,06/03/2019,9.5,2.9,5.3,10.3,18,300
3296,07/03/2019,10.9,0.0,0.3,9.9,19,300
3297,08/03/2019,11.8,0.7,2.0,8.7,18,230
3298,09/03/2019,9.2,3.2,5.5,10.7,21,260
3299,10/03/2019,6.8,1.5,7.0,11.3,24,280
3300,11/03/2019,10.6,2.3,9.8,10.6,18,210
3301,12/03/2019,8.7,4.5,5.9,14.6,23,280
3302,13/03/2019,9.7,4.9,4.7,14.5,23,290
3303,14/03/2019,11.0,8.3,15.5,14.0,22,240
3304,15/03/2019,10.4,5.1,10.3,9.9,19,250
3305,16/03/2019,10.9,2.0,19.8,14.2,25,220
3306,17/03/2019,10.6,1.0,2.1,9.0,21,280
3307,18/03/2019,10.2,5.5,1.8,6.1,10,280
3308,19/03/2019,11.1,5.6,2.1,7.7,13,250
3309,20/03/2019,12.7,8.4,1.2,8.4,15,230
3310,21/03/2019,12.8,9.9,0.0,7.5,13,230
3311,22/03/2019,12.1,3.7,3.9,9.2,14,260
3312,23/03/2019,10.2,1.0,0.0,3.3,7,240
3313,24/03/2019,11.3,1.0,0.0,6.8,15,300
3314,25/03/2019,12.2,1.2,0.0,4.0,9,290
3315,26/03/2019,12.2,-0.3,0.0,4.5,12,240
3316,27/03/2019,11.8,2.9,0.0,5.0,10,260
3317,28/03/2019,13.6,2.5,0.0,5.5,11,250
3318,29/03/2019,13.7,6.7,0.0,7.2,12,220
3319,30/03/2019,12.4,4.5,0.3,4.5,10,350
3320,31/03/2019,11.6,1.3,0.0,6.3,10,60
3321,01/04/2019,10.0,2.3,2.2,6.1,12,310
3322,02/04/2019,6.8,0.9,4.8,9.6,20,310
3323,03/04/2019,8.8,2.3,4.3,14.1,23,320
3324,04/04/2019,8.6,1.4,4.7,6.2,11,50
3325,05/04/2019,11.6,0.6,0.6,6.2,12,80
3326,06/04/2019,13.5,3.1,0.4,8.6,14,70
3327,07/04/2019,14.1,-1.0,0.0,7.2,12,60
3328,08/04/2019,13.9,5.1,0.0,9.1,15,80
3329,09/04/2019,13.2,3.4,0.0,7.6,13,80
3330,10/04/2019,13.5,2.0,0.0,4.9,11,80
3331,11/04/2019,13.3,6.1,0.0,3.8,8,180
3332,12/04/2019,12.9,3.0,0.0,8.4,13,120
3333,13/04/2019,11.3,5.4,6.5,13.2,22,130
3334,14/04/2019,7.0,4.1,6.8,12.3,16,110
3335,15/04/2019,8.6,4.0,5.0,14.9,23,130
3336,16/04/2019,16.5,3.5,0.1,4.2,8,170
3337,17/04/2019,15.2,5.1,0.0,8.5,14,100
3338,18/04/2019,19.2,6.3,0.0,7.6,13,110
3339,19/04/2019,21.7,7.3,0.0,5.7,11,200
3340,20/04/2019,18.6,9.4,0.0,3.3,7,250
3341,21/04/2019,16.0,9.2,0.0,5.6,11,200
3342,22/04/2019,21.0,6.2,0.1,8.3,15,150
3343,23/04/2019,20.3,9.9,0.4,7.5,15,110
3344,24/04/2019,15.5,8.0,12.1,7.2,12,100
3345,25/04/2019,15.8,5.4,0.8,4.5,10,200
3346,26/04/2019,10.8,6.3,12.4,12.0,28,300
3347,27/04/2019,11.7,4.8,0.8,13.5,24,280
3348,28/04/2019,14.1,6.5,1.0,4.9,10,230
3349,29/04/2019,14.6,6.7,0.1,7.5,13,150
3350,30/04/2019,13.2,3.3,4.6,7.0,12,140
3351,01/05/2019,12.9,2.2,0.4,6.6,14,230
3352,02/05/2019,14.7,4.2,0.0,5.1,9,250
3353,03/05/2019,13.0,3.7,0.0,7.0,12,340
3354,04/05/2019,12.9,-0.5,0.0,5.4,12,40
3355,05/05/2019,14.1,-0.1,0.0,3.9,8,330
3356,06/05/2019,13.2,1.1,0.0,2.8,5,60
3357,07/05/2019,11.9,3.9,0.0,5.7,11,70
3358,08/05/2019,11.5,5.1,0.0,10.0,18,60
3359,09/05/2019,12.2,2.6,1.3,6.7,13,300
3360,10/05/2019,15.0,1.9,1.3,3.9,8,250
3361,11/05/2019,14.6,2.3,0.0,5.7,10,310
3362,12/05/2019,18.0,3.1,0.0,6.2,11,180
3363,13/05/2019,19.6,5.0,0.0,7.4,13,170
3364,14/05/2019,19.5,6.0,0.0,8.0,12,110
3365,15/05/2019,20.3,7.8,0.0,7.2,12,180
3366,16/05/2019,17.7,7.5,0.0,4.8,10,100
3367,17/05/2019,18.0,5.6,1.0,5.0,12,70
3368,18/05/2019,14.5,8.8,0.1,8.7,14,350
3369,19/05/2019,16.3,3.7,0.0,7.2,12,330
3370,20/05/2019,17.8,1.1,0.0,4.2,10,270
3371,21/05/2019,18.0,2.9,0.0,4.0,10,250
3372,22/05/2019,17.8,6.7,0.0,2.6,6,220
3373,23/05/2019,15.6,9.8,2.3,3.8,7,240
3374,24/05/2019,15.8,11.4,0.6,4.9,10,230
3375,25/05/2019,14.8,11.6,1.9,7.9,13,220
3376,26/05/2019,16.2,11.0,3.5,10.1,17,290
3377,27/05/2019,14.1,8.9,4.2,8.9,17,270
3378,28/05/2019,14.9,8.2,2.2,6.7,14,300
3379,29/05/2019,14.0,9.2,9.0,9.6,16,240
3380,30/05/2019,15.7,13.4,10.3,11.3,16,220
3381,31/05/2019,15.8,10.9,8.0,8.5,16,210
3382,01/06/2019,18.4,9.2,4.4,5.6,11,150
3383,02/06/2019,15.3,11.1,1.8,14.3,23,220
3384,03/06/2019,15.1,8.2,0.3,8.9,16,230
3385,04/06/2019,11.1,7.3,14.0,6.5,12,320
3386,05/06/2019,14.0,5.3,0.4,9.4,15,310
3387,06/06/2019,13.0,5.2,4.6,6.4,14,230
3388,07/06/2019,16.7,7.0,0.0,6.8,14,320
3389,08/06/2019,14.3,7.0,3.0,7.0,14,250
3390,09/06/2019,15.1,5.9,4.6,5.6,10,230
3391,10/06/2019,17.3,2.5,2.1,4.9,13,40
3392,11/06/2019,15.5,5.4,0.0,8.6,14,0
3393,12/06/2019,17.1,9.6,0.1,9.6,17,320
3394,13/06/2019,13.5,8.2,0.8,8.9,16,330
3395,14/06/2019,14.8,7.6,0.7,4.2,10,240
3396,15/06/2019,15.3,4.6,0.0,4.5,10,250
3397,16/06/2019,15.0,6.0,9.5,5.6,12,210
3398,17/06/2019,16.2,10.2,2.3,9.5,17,230
3399,18/06/2019,16.9,8.3,0.2,5.9,10,230
3400,19/06/2019,15.9,6.2,1.2,6.6,14,240
3401,20/06/2019,15.9,7.9,0.1,6.7,14,230
3402,21/06/2019,18.1,5.3,0.0,3.0,7,190
3403,22/06/2019,19.0,11.1,0.8,6.7,12,70
3404,23/06/2019,14.3,11.5,12.7,10.4,14,90
3405,24/06/2019,22.4,12.8,0.0,4.4,12,300
3406,25/06/2019,21.2,10.8,0.0,5.8,9,340
3407,26/06/2019,22.1,12.3,0.0,7.0,12,70
3408,27/06/2019,24.3,10.9,0.0,10.7,16,80
3409,28/06/2019,21.1,13.2,0.0,7.5,13,100
3410,29/06/2019,22.1,10.6,2.1,6.0,12,220
3411,30/06/2019,16.4,12.8,4.0,10.2,16,230
3412,01/07/2019,19.0,10.1,0.0,8.0,15,300
3413,02/07/2019,17.0,9.2,0.0,4.5,9,340
3414,03/07/2019,21.3,5.5,0.0,3.7,7,330
3415,04/07/2019,18.6,6.6,0.0,5.1,12,230
3416,05/07/2019,18.2,7.4,0.2,5.6,11,260
3417,06/07/2019,17.4,12.6,4.0,3.4,7,270
3418,07/07/2019,20.0,10.2,0.0,3.8,9,50
3419,08/07/2019,20.0,10.7,0.6,3.3,9,270
3420,09/07/2019,20.6,12.6,0.0,5.5,11,260
3421,10/07/2019,19.1,13.8,4.6,6.6,12,210
3422,11/07/2019,18.6,13.4,1.0,7.0,12,250
3423,12/07/2019,18.8,13.2,0.0,7.1,11,290
3424,13/07/2019,20.7,11.7,0.0,4.3,8,320
3425,14/07/2019,22.9,7.5,0.0,3.3,7,90
3426,15/07/2019,22.6,11.0,0.2,3.8,7,230
3427,16/07/2019,21.0,13.5,0.4,5.8,12,270
3428,17/07/2019,18.9,14.1,2.3,8.2,15,240
3429,18/07/2019,18.6,13.3,0.1,7.6,13,260
3430,19/07/2019,21.7,13.1,19.1,5.6,14,320
3431,20/07/2019,18.0,11.2,0.0,7.1,12,240
3432,21/07/2019,19.2,13.8,27.2,11.3,20,220
3433,22/07/2019,22.6,18.0,0.0,12.3,18,230
3434,23/07/2019,22.9,17.0,0.0,8.5,14,150
3435,24/07/2019,21.3,15.4,0.0,7.8,15,140
3436,25/07/2019,22.5,17.2,3.1,10.4,16,150
3437,26/07/2019,18.5,11.4,2.7,8.6,15,250
3438,27/07/2019,19.0,10.0,0.4,4.5,10,300
3439,28/07/2019,19.6,10.9,0.5,4.4,10,320
3440,29/07/2019,20.8,11.4,2.3,4.8,11,340
3441,30/07/2019,19.2,9.7,1.9,7.8,13,310
3442,31/07/2019,20.5,7.7,0.4,4.1,11,280
3443,01/08/2019,21.6,7.4,0.0,2.1,5,30
3444,02/08/2019,23.5,10.9,0.0,4.4,9,110
3445,03/08/2019,20.3,12.4,3.5,6.3,13,150
3446,04/08/2019,20.2,12.1,26.4,5.3,14,200
3447,05/08/2019,18.7,12.0,22.2,8.8,19,220
3448,06/08/2019,18.9,12.9,40.6,7.5,14,240
3449,07/08/2019,18.8,11.2,1.6,5.0,12,290
3450,08/08/2019,21.3,9.3,7.2,6.8,16,80
3451,09/08/2019,20.9,13.8,17.8,8.0,20,80
3452,10/08/2019,18.0,13.3,27.2,8.5,18,230
3453,11/08/2019,17.1,6.6,1.0,7.2,12,300
3454,12/08/2019,17.7,5.6,2.6,4.6,14,280
3455,13/08/2019,16.5,6.3,4.1,2.7,8,200
3456,14/08/2019,19.2,14.1,2.2,7.5,15,290
3457,15/08/2019,18.5,11.5,0.2,7.5,14,240
3458,16/08/2019,19.3,13.6,9.6,12.1,17,230
3459,17/08/2019,17.3,11.4,9.9,10.8,18,230
3460,18/08/2019,18.5,11.9,11.3,8.5,14,250
3461,19/08/2019,17.3,8.0,1.4,6.7,15,300
3462,20/08/2019,17.5,7.6,14.6,6.3,14,230
3463,21/08/2019,15.9,11.5,14.2,8.4,17,190
3464,22/08/2019,18.0,13.5,9.2,10.0,17,240
3465,23/08/2019,19.8,14.3,0.0,8.0,14,200
3466,24/08/2019,21.0,13.1,0.2,4.4,9,290
3467,25/08/2019,20.6,10.9,0.0,4.1,9,230
3468,26/08/2019,17.1,10.7,1.2,5.1,10,220
3469,27/08/2019,17.0,14.2,20.7,5.5,11,200
3470,28/08/2019,17.9,9.1,0.5,7.1,15,230
3471,29/08/2019,18.3,11.5,1.0,11.9,19,240
3472,30/08/2019,17.1,14.4,35.7,10.9,16,220
3473,31/08/2019,17.2,9.6,11.2,8.8,18,310
3474,01/09/2019,15.5,8.4,1.2,6.0,14,270
3475,02/09/2019,16.5,10.8,5.3,8.4,15,250
3476,03/09/2019,18.2,11.2,8.2,8.7,13,220
3477,04/09/2019,16.2,8.6,1.6,11.1,22,330
3478,05/09/2019,17.2,7.2,0.1,7.9,14,240
3479,06/09/2019,17.9,12.1,2.0,9.3,16,230
3480,07/09/2019,18.6,9.3,0.0,4.6,8,300
3481,08/09/2019,16.6,10.3,7.7,5.4,10,250
3482,09/09/2019,16.4,6.0,1.0,8.3,17,320
3483,10/09/2019,16.2,5.3,7.8,8.0,16,230
3484,11/09/2019,16.6,13.0,5.4,8.8,17,230
3485,12/09/2019,16.9,5.9,11.0,8.1,14,320
3486,13/09/2019,17.7,4.8,0.0,2.8,7,270
3487,14/09/2019,17.8,6.6,1.7,9.0,16,220
3488,15/09/2019,16.2,12.6,18.4,7.4,12,220
3489,16/09/2019,15.6,8.3,0.7,3.9,7,80
3490,17/09/2019,18.7,3.5,0.0,1.6,4,70
3491,18/09/2019,20.3,4.6,0.0,2.1,6,220
3492,19/09/2019,22.1,5.3,0.0,2.7,5,80
3493,20/09/2019,19.6,8.2,0.0,9.1,15,120
3494,21/09/2019,18.7,12.6,4.7,10.6,15,110
3495,22/09/2019,17.5,8.5,0.3,5.1,12,290
3496,23/09/2019,17.0,7.5,13.7,5.9,12,120
3497,24/09/2019,17.2,11.5,1.1,4.5,9,150
3498,25/09/2019,16.1,13.2,4.8,7.1,15,210
3499,26/09/2019,15.4,10.4,15.4,10.0,19,230
3500,27/09/2019,16.2,10.9,28.6,8.2,15,270
3501,28/09/2019,15.4,10.4,11.1,7.5,13,260
3502,29/09/2019,16.8,5.6,2.7,7.0,13,330
3503,30/09/2019,12.3,4.8,30.8,6.9,21,80
3504,01/10/2019,14.3,2.2,0.5,8.3,16,10
3505,02/10/2019,12.4,2.6,0.0,2.5,6,110
3506,03/10/2019,15.7,6.8,8.8,13.5,22,250
3507,04/10/2019,15.9,11.0,4.5,11.2,25,310
3508,05/10/2019,16.3,11.0,8.2,5.8,11,150
3509,06/10/2019,14.9,6.7,12.1,6.3,17,140
3510,07/10/2019,16.3,11.2,7.8,11.5,18,220
3511,08/10/2019,13.8,9.6,7.0,12.3,20,240
3512,09/10/2019,13.4,8.7,2.9,8.6,15,270
3513,10/10/2019,14.7,10.0,2.9,11.6,19,220
3514,11/10/2019,13.6,7.3,1.8,7.1,15,240
3515,12/10/2019,14.0,4.2,2.5,4.7,11,190
3516,13/10/2019,14.1,4.4,0.6,4.4,11,240
3517,14/10/2019,12.6,6.0,24.1,5.5,11,60
3518,15/10/2019,13.4,7.6,1.5,6.8,15,150
3519,16/10/2019,13.8,5.4,1.3,5.9,13,230
3520,17/10/2019,13.1,7.7,5.0,7.1,13,180
3521,18/10/2019,12.0,6.5,1.6,5.5,12,320
3522,19/10/2019,13.8,6.1,1.8,7.2,12,350
3523,20/10/2019,11.7,5.9,0.2,7.0,13,20
3524,21/10/2019,12.0,-0.9,0.0,2.7,7,190
3525,22/10/2019,11.0,6.8,0.2,7.8,12,200
3526,23/10/2019,12.1,9.2,6.9,7.9,14,190
3527,24/10/2019,13.0,1.3,4.3,4.7,11,320
3528,25/10/2019,7.3,1.1,1.4,3.1,5,90
3529,26/10/2019,10.4,-0.7,0.1,3.6,18,270
3530,27/10/2019,11.6,-2.0,0.0,3.1,9,340
3531,28/10/2019,9.4,0.4,0.0,6.5,14,60
3532,29/10/2019,11.0,2.4,0.0,11.0,17,90
3533,30/10/2019,10.1,5.7,2.5,11.3,16,110
3534,31/10/2019,11.7,7.8,4.5,6.9,10,100
3535,01/11/2019,12.8,9.2,11.9,6.2,15,240
3536,02/11/2019,10.3,7.8,17.4,6.1,12,300
3537,03/11/2019,11.1,6.5,5.1,4.3,9,280
3538,04/11/2019,11.4,4.2,0.0,6.8,12,20
3539,05/11/2019,10.6,1.1,0.5,6.3,11,310
3540,06/11/2019,7.6,0.6,6.2,4.0,13,280
3541,07/11/2019,8.5,2.5,2.4,7.5,14,350
3542,08/11/2019,8.5,-1.5,0.0,3.4,9,160
3543,09/11/2019,10.1,3.0,3.5,8.7,18,310
3544,10/11/2019,7.8,-1.7,6.7,6.1,18,290
3545,11/11/2019,8.4,3.3,1.4,8.5,16,280
3546,12/11/2019,8.9,2.3,0.1,8.1,16,300
3547,13/11/2019,6.1,1.4,16.1,7.1,17,20
3548,14/11/2019,7.6,0.9,0.1,9.9,15,0
3549,15/11/2019,8.0,-0.7,0.0,6.4,12,350
3550,16/11/2019,5.2,-2.3,0.0,1.5,5,340
3551,17/11/2019,8.8,-2.2,2.5,6.9,13,320
3552,18/11/2019,7.4,-4.2,0.0,4.6,10,140
3553,19/11/2019,9.9,4.5,2.8,7.1,13,100
3554,20/11/2019,8.9,4.0,11.7,8.6,16,110
3555,21/11/2019,7.8,5.7,5.4,9.3,14,80
3556,22/11/2019,8.4,2.8,0.0,6.6,10,50
3557,23/11/2019,9.1,3.0,0.6,5.5,9,0
3558,24/11/2019,8.9,2.7,1.3,6.0,15,100
3559,25/11/2019,11.6,6.8,10.0,4.7,14,100
3560,26/11/2019,10.9,7.0,5.0,10.3,21,50
3561,27/11/2019,9.9,5.7,0.1,4.0,6,40
3562,28/11/2019,9.4,6.0,0.6,3.7,9,70
3563,29/11/2019,7.0,2.1,0.0,6.2,11,80
3564,30/11/2019,8.2,1.4,0.0,8.9,15,80
3565,01/12/2019,6.9,-2.9,0.0,2.9,6,350
3566,02/12/2019,5.0,-3.2,0.0,3.4,8,210
3567,03/12/2019,8.8,-0.1,0.0,5.9,12,180
3568,04/12/2019,10.2,5.0,2.5,7.3,13,200
3569,05/12/2019,11.7,4.8,12.5,12.8,22,230
3570,06/12/2019,11.3,6.8,4.0,9.6,17,240
3571,07/12/2019,12.4,6.8,12.5,10.7,21,240
3572,08/12/2019,9.6,4.5,11.8,15.8,31,310
3573,09/12/2019,9.7,4.8,0.9,8.9,27,310
3574,10/12/2019,12.8,5.0,16.7,12.5,22,220
3575,11/12/2019,6.8,2.4,8.2,6.5,19,230
3576,12/12/2019,9.0,4.2,10.3,8.2,21,290
3577,13/12/2019,8.1,3.6,2.3,11.0,21,280
3578,14/12/2019,7.2,0.3,5.2,10.5,19,260
3579,15/12/2019,4.6,-0.5,3.1,6.2,13,300
3580,16/12/2019,6.2,0.7,1.0,5.6,9,200
3581,17/12/2019,6.5,-0.7,1.5,3.2,7,190
3582,18/12/2019,12.0,-0.7,7.1,13.8,26,180
3583,19/12/2019,9.4,6.2,14.1,5.2,14,200
3584,20/12/2019,6.7,1.5,0.6,4.1,7,90
3585,21/12/2019,4.8,0.4,0.0,3.6,7,90
3586,22/12/2019,9.2,3.3,6.3,6.3,12,240
3587,23/12/2019,9.3,5.1,5.3,7.2,13,250
3588,24/12/2019,9.1,0.3,4.1,5.5,13,220
3589,25/12/2019,7.4,-2.5,0.1,6.5,19,110
3590,26/12/2019,11.7,7.3,8.5,9.2,19,110
3591,27/12/2019,12.0,10.7,2.8,7.6,12,190
3592,28/12/2019,11.2,10.0,0.1,11.1,18,190
3593,29/12/2019,11.8,7.8,0.1,8.5,16,180
3594,30/12/2019,9.3,5.9,2.7,6.0,12,50
3595,31/12/2019,7.9,4.9,0.0,5.3,11,50
3596,01/01/2020,8.9,4.8,0.0,4.9,13,200
3597,02/01/2020,11.6,6.3,5.5,12.6,21,330
3598,03/01/2020,9.4,3.0,0.1,6.1,11,320
3599,04/01/2020,9.5,5.9,1.8,7.5,13,230
3600,05/01/2020,10.8,7.7,0.9,9.5,14,180
3601,06/01/2020,10.2,4.8,8.6,10.6,18,180
3602,07/01/2020,13.5,6.8,4.5,13.7,23,230
3603,08/01/2020,8.6,4.0,4.2,5.4,12,80
3604,09/01/2020,5.5,2.4,1.7,4.5,11,80
3605,10/01/2020,10.7,-0.2,4.1,9.3,18,200
3606,11/01/2020,12.4,6.3,19.7,10.9,20,190
3607,12/01/2020,8.2,3.7,3.7,6.5,14,220
3608,13/01/2020,9.2,3.1,11.1,16.1,27,210
3609,14/01/2020,5.8,2.7,10.2,9.2,16,260
3610,15/01/2020,8.2,3.0,3.1,10.4,21,220
3611,16/01/2020,10.8,4.1,2.5,12.3,23,150
3612,17/01/2020,6.7,-2.0,0.2,5.3,11,300
3613,18/01/2020,6.8,-4.1,0.1,1.8,4,10
3614,19/01/2020,6.5,-4.4,0.1,3.7,8,200
3615,20/01/2020,8.2,0.8,0.2,6.0,10,190
3616,21/01/2020,8.6,6.7,0.1,3.7,7,250
3617,22/01/2020,9.2,5.3,0.2,1.5,3,230
3618,23/01/2020,7.4,4.2,0.4,2.2,5,200
3619,24/01/2020,8.2,5.3,0.9,4.7,8,190
3620,25/01/2020,9.3,6.0,0.1,8.0,12,190
3621,26/01/2020,9.4,2.5,7.8,8.4,17,170
3622,27/01/2020,4.4,-0.1,9.0,7.7,19,240
3623,28/01/2020,6.0,0.2,3.8,8.6,19,310
3624,29/01/2020,9.4,2.7,0.8,9.8,18,240
3625,30/01/2020,10.3,4.7,0.8,9.0,19,240
3626,31/01/2020,12.0,8.2,12.5,14.9,21,230
3627,01/02/2020,10.9,6.0,3.5,11.2,22,230
3628,02/02/2020,10.8,4.0,4.3,11.9,20,220
3629,03/02/2020,8.3,3.9,2.5,9.4,15,270
3630,04/02/2020,9.6,0.5,1.0,6.4,18,290
3631,05/02/2020,8.8,-0.5,0.1,3.3,9,200
3632,06/02/2020,10.1,0.8,0.0,5.6,11,140
3633,07/02/2020,11.1,3.3,2.3,9.3,21,210
3634,08/02/2020,10.8,3.5,14.7,13.4,23,230
3635,09/02/2020,11.3,3.7,26.2,17.0,25,230
3636,10/02/2020,6.2,1.2,5.9,15.9,26,270
3637,11/02/2020,5.7,0.9,4.0,12.4,21,270
3638,12/02/2020,7.3,-0.1,6.7,8.1,18,260
3639,13/02/2020,8.0,1.2,2.0,5.5,14,310
3640,14/02/2020,10.4,5.0,4.8,11.1,21,220
3641,15/02/2020,10.2,5.2,19.7,13.6,26,220
3642,16/02/2020,7.6,3.3,6.9,19.0,27,220
3643,17/02/2020,8.0,3.3,2.3,11.8,21,230
3644,18/02/2020,7.0,1.7,11.8,9.9,19,240
3645,19/02/2020,10.0,3.3,29.6,11.4,20,220
3646,20/02/2020,9.7,1.8,9.5,10.9,20,270
3647,21/02/2020,10.9,7.1,12.8,20.5,26,220
3648,22/02/2020,10.2,5.0,17.6,11.7,22,240
3649,23/02/2020,8.1,2.9,13.9,5.4,14,100
3650,24/02/2020,10.8,3.2,19.7,11.6,21,230
3651,25/02/2020,6.2,1.1,4.7,9.4,18,290
3652,26/02/2020,7.6,0.4,2.6,6.9,16,290
3653,27/02/2020,8.9,-2.0,0.1,5.1,11,260
3654,28/02/2020,11.4,3.6,9.0,9.7,17,220
3655,29/02/2020,6.9,0.5,10.3,17.5,33,230
3656,01/03/2020,7.4,1.2,3.2,10.6,20,260
3657,02/03/2020,7.3,0.1,4.3,8.6,17,280
3658,03/03/2020,8.8,1.9,1.0,5.5,14,290
3659,04/03/2020,10.1,-1.4,0.0,2.9,6,310
3660,05/03/2020,8.1,-2.0,1.7,4.5,12,200
3661,06/03/2020,9.9,3.1,3.8,9.5,18,310
3662,07/03/2020,12.2,7.3,8.2,15.1,21,210
3663,08/03/2020,9.5,4.5,3.4,11.5,19,250
3664,09/03/2020,11.0,5.5,19.2,13.0,20,230
3665,10/03/2020,10.9,4.9,5.0,12.1,20,230
3666,11/03/2020,9.3,0.9,13.8,12.0,21,220
3667,12/03/2020,9.2,0.9,6.5,13.8,25,260
3668,13/03/2020,9.8,5.2,0.2,7.2,12,120
3669,14/03/2020,11.1,5.5,8.1,10.1,19,230
3670,15/03/2020,10.2,-0.2,2.9,9.2,20,310
3671,16/03/2020,10.0,-1.0,9.0,9.7,17,210
3672,17/03/2020,12.3,4.7,11.5,8.6,19,220
3673,18/03/2020,8.0,-0.7,0.0,4.4,11,280
3674,19/03/2020,9.8,-3.0,0.1,5.8,14,20
3675,20/03/2020,10.2,-1.1,0.1,7.7,14,100
3676,21/03/2020,5.4,3.6,4.6,6.5,13,80
